nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score,benefit_per_cost
NCT06250062,A Clinical Study of JS005 in Patients With Ankylosing Spondylitis,Recruiting,Phase 2,['Ankylosing Spondylitis'],"['Recombinant humanized IL-17A Monoclonal Antibody（JS005）'
 'Placebo（JS005）']",['China'],"Shanghai Junshi Bioscience Co., Ltd.","Shanghai Junshi Bioscience Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06250335,Impact of a Prebiotic Food-enriched Diet (PreFED) in Combination With Ipilimumab/Nivolumab Combination Immune Checkpoint Blockade (ICB) in ICB-refractory Melanoma Patients,"Active, not recruiting",Phase 2,['ICB-refractory Melanoma'],['Prebiotic Food-Enriched Diet' 'Ipilimumab' 'Nivolumab'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06250894,Neoadjuvant Sintilimab Plus Chemoradiotherapy for Locally Advanced Adenocarcinoma of Esophagogastric Junction,Recruiting,Phase 2,['PD-1' 'Neoadjuvant Chemoradiotherapy' 'Gastroesophageal Junction Cancer'],['PD-1inhibitor'],['China'],"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06250959,RDC-Blinatumomab Versus hyperCVAD for Ph-negative B-ALL.,Recruiting,Phase 2,"['ALL, Adult' 'Philadelphia-Negative ALL']",['Blinatumomab Injection [Blincyto]' 'Doxorubicin'],['China'],Chen Suning,Chen Suning,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06251388,A Study of Concurrent Chemoradiotherapy Followed by Cadonilimab（AK104） for Newly Diagnosed Local Advanced Cervical Cancer,Recruiting,Phase 2,['Cervical Cancer'],['AK104'],['China'],West China Second University Hospital,West China Second University Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06251492,Radiation and Adebrelimab in Prostate Cancer With Imaging-measurable Disease (RAPID),Recruiting,Phase 2,['Prostate Cancer Metastatic' 'Castration-resistant Prostate Cancer'],['Stereotactic body radiotherapy' 'Adebrelimab'],['China'],Fudan University,Fudan University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06251973,"A Study of agenT-797 in Combination With Botensilimab, Balstilimab, Ramucirumab, and Paclitaxel for People With Esophageal, Gastric, or Gastro-esophageal Junction Cancer",Recruiting,Phase 2,"['Metastatic Esophageal Carcinoma'
 'Advanced Unresectable Gastric Adenocarcinoma'
 'Metastatic Gastric Cancer'
 'Metastatic Gastroesophageal Junction Adenocarcinoma'
 'Metastatic Esophageal Cancer' 'Metastatic Esophageal Adenocarcinoma'
 'Metastatic Gastric Adenocarcinoma' 'Metastatic Gastric Carcinoma'
 'Unresectable Esophageal Cancer' 'Unresectable Esophageal Adenocarcinoma'
 'Unresectable Gastric Carcinoma' 'Unresectable Gastric Adenocarcinoma'
 'Unresectable Gastroesophageal Junction Adenocarcinoma']",['AgenT-797' 'Botensilimab' 'Balstilimab' 'Ramucirumab' 'Paclitaxel'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06249854,Efficacy and Safety of Combination Therapy With Bojungikki-tang and Pembrolizumab Monotherapy in Patients With Advanced Non-small Cell Lung Cancer,Recruiting,Phase 2,['Non-small Cell Lung Cancer'],['Bojungikki-tang(BJIKT)' 'Pembrolizumab'],['South Korea'],Korea Institute of Oriental Medicine,Korea Institute of Oriental Medicine,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06252194,Comparative Study of Metformin Versus Doxycycline in Moderate to Severe Adult Acne Vulgaris Patients.,Recruiting,Phase 2,['Acne Vulgaris'],['Metformin and doxycycline'],['Bangladesh'],"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh","Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06252571,"a Chronobiological Treatment Combining Evening Melatonin and Morning Light Therapy in Idiopathic Hypersomnia: a Prospective, Double Bind, Randomized, Placebo-controlled -Trial",Recruiting,Phase 2,['Idiopathic Hypersomnia'],"['- Melatonin - Active light ttherapy'
 '- Placebo drug - Placebo light therapy']",['France'],"University Hospital, Strasbourg, France","University Hospital, Strasbourg, France",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06252675,Glofitamab With Pirtobrutinib for Relapsed or Refractory Mantle Cell Lymphoma,Recruiting,Phase 2,['Mantle Cell Lymphoma'],"['Obinutuzumab' 'Glofitamab' 'Pirtobrutinib' 'Tumor Imaging'
 'Biospecimen Collection' 'ClonoSeq Assay' 'Bone Marrow Biopsy']",['United States'],"University of California, San Francisco","University of California, San Francisco",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06252870,Study Testing Two Conditioning Regimen With a Single Prophylaxis of GVHD by Cyclophosphamide and Methotrexate Post-transplant in Patients Eligible for Matched-donor Allograft Transplantation,Recruiting,Phase 2,['Graft Versus Host Disease' 'Hematologic Malignancy'],"['Methotrexate' 'Post-Transplant Cyclophosphamide' 'Fludarabine'
 'Cycophosphamide' 'Anti-Thymoglobulin' 'total body irradiation'
 'hematopoietic stem cells' 'Graft nuclear cells'
 'Donor Lymphocytes Injection' 'Clofarabine' 'Thiotepa' 'Busulfan'
 'Fludarabine']",['France'],Nantes University Hospital,Nantes University Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06253117,Evaluation of Pirfenidone as a Novel Therapeutic Strategy Against Recurrent Acute Pancreatitis.,Recruiting,Phase 2,['Recurrent Acute Pancreatitis'],['Pirfenidone' 'Placebo'],['United States'],University of Alabama at Birmingham,University of Alabama at Birmingham,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06253611,First-line EXL01 With Nivolumab and FOLFOX for PD-L1 CPS ≥5 Metastatic Gastric Cancer,Recruiting,Phase 2,['Gastric Cancer'],['Nivolumab' 'FOLFOX regimen' 'EXL01'],['France'],GERCOR - Multidisciplinary Oncology Cooperative Group,GERCOR - Multidisciplinary Oncology Cooperative Group,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06253637,Daratumumab in VHR T-ALL Treated According to the ALL National Treatment Program,Recruiting,Phase 2,"['T-Lymphocytic Leukemia, Acute']",['Daratumumab plus chemotherapy according to the national treatment program'],['Italy'],Gruppo Italiano Malattie EMatologiche dell'Adulto,Gruppo Italiano Malattie EMatologiche dell'Adulto,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06249867,"A Study to Assess the Safety, Tolerability, and Pharmacology of Darifenacin in Patients With ALS",Recruiting,Phase 2,['Amyotrophic Lateral Sclerosis'],['Darifenacin 7.5 MG Extended Release Oral Tablet' 'Placebo'],['Canada'],Oliver Blanchard,Oliver Blanchard,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06249750,Clinical Application of Near-infrared Whole Body Heat Shock Multimodal Technique in Treatment of Castration-resistant Prostate Cancer,Recruiting,Phase 2,['Metastatic Castration-resistant Prostate Cancer (CRPC)'],['Immunotherapy' 'Targeted therapy' 'Hyperthermia'],['China'],Pengyuan Liu,Pengyuan Liu,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06244888,Control Systems Engineering for Weight Loss Maintenance,Recruiting,Phase 2,['Overweight and Obesity'],"['Intervention Targeting Stress and Emotion Regulation'
 'Intervention Targeting Motivation and Self-efficacy for Weight Management'
 'Intervention for Normalization of Eating'
 'Intervention Targeting Physical Activity and Sleep']",['United States'],The Miriam Hospital,The Miriam Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06247501,Treatment of CD19 Chimeric Antigen Receptor T Cells for Pediatric Patients With CD19-positive B-cell Acute Lymphoblastic Leukemia Who Are Indicated for Hematopoietic Stem Cell Transplantation,Recruiting,Phase 2,['Very High Risk Acute Lymphoblastic Leukemia' 'CD19 CAR-T Therapy'],['SNUH-CD19-CAR-T'],['South Korea'],Seoul National University Hospital,Seoul National University Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06244979,iMagIng pulmonaRy Aspergillosis Using Gallium-68-dEferoxamine,Recruiting,Phase 2,"['Pulmonary Aspergillosis' 'Chronic Pulmonary Aspergillosis'
 'Allergic Bronchopulmonary Aspergillosis']",['Radiopharmaceutical: gallium-68-deferoxamine ([68Ga]Ga-DFO-B)'],['Netherlands'],Radboud University Medical Center,Radboud University Medical Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06245213,A Study of ANAVEX3-71 in Adults With Schizophrenia,"Active, not recruiting",Phase 2,['Schizophrenia'],['ANAVEX3-71 oral capsules' 'Placebo oral capsules'],['United States'],Anavex Life Sciences Corp.,Anavex Life Sciences Corp.,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06245356,Safety of Trifluridine/Tipiracil in Patients With Dihydropyrimidine Dehydrogenase Deficiency Diagnosed With Metastatic Colorectal or Gastroesophageal Cancer,Recruiting,Phase 2,"['Metastatic Colorectal Cancer'
 'Metastatic Gastroesophageal Adenocarcinoma' 'DPD Deficiency']","['Lonsurf' 'Oxaliplatin' 'Panitumumab' 'Bevacizumab' 'Trastuzumab'
 'Nivolumab']",['France'],UNICANCER,UNICANCER,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06245889,PET Dynamics to Response-Adapted Neoadjuvant Therapy in TNBC,Recruiting,Phase 2,['Triple Negative Breast Cancer'],"['Paclitaxel' 'Carboplatin' 'Pembrolizumab' 'Doxorubicin'
 'Cyclophosphamide' 'Olaparib' 'Capecitabine']",['United States'],Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06246110,A Phase 2 Study of EIK1001 in Combo With Pembrolizumab and Chemotherapy in Patients With Stage 4 NSCLC,Recruiting,Phase 2,['NSCLC'],['EIK1001' 'Pembrolizumab' 'Paclitaxel' 'Pemetrexed' 'Carboplatin'],['United States'],Eikon Therapeutics,Eikon Therapeutics,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06246357,Evaluating the Functional Status of the Adrenal Glands With [68Ga]Ga-PentixaFor in Hyperaldosteronism and Hypercortisolism,Recruiting,Phase 2,['Hyperaldosteronism' 'Hypercortisolism' 'Cushing s Syndrome'],['[68Ga]Ga-PentixaFor'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06246643,A Study of Continued Treatment With Regorafenib in Participants With Solid Tumors Who Have Participated in Other Bayer Studies,"Active, not recruiting",Phase 2,['Solid Malignant Tumors'],"['Regorafenib (Stivarga, BAY73-4506)']",['France' 'Japan' 'South Korea' 'Spain' 'Taiwan'],Bayer,Bayer,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06247735,Study to Evaluate the Efficacy and Safety of K-808 (Pemafibrate) in Participants With Primary Biliary Cholangitis (PBC) With Inadequate Response to Ursodeoxycholic Acid (UDCA) and/or Obeticholic Acid (OCA) Treatment.,"Active, not recruiting",Phase 2,['Primary Biliary Cholangitis'],['K-808 (Dose A)' 'K-808 (Dose B)' 'Placebo'],['Canada' 'Japan' 'United States'],"Kowa Research Institute, Inc.","Kowa Research Institute, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06249321,mFOLFIRINOX Plus Radiotherapy to Patients With CA19-9-normal Advanced Pancreatic Cancer Refractory to Chemotherapy,Recruiting,Phase 2,['Pancreatic Cancer' 'Radiotherapy'],['mFOLFIRINOX plus IMRT'],['China'],Fudan University,Fudan University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06247813,Pilot Study: Impact of Biomarker-Guided Dietary Supplementation on Quality-of-Life Measures in Subjects With Chronic Pain,Recruiting,Phase 2,['Chronic Pain'],"['Inflammation Support Formula' 'Nerve Health Formula'
 'Redox Support Formula']",['United States'],Ethos Research & Development,Ethos Research & Development,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06247917,Evaluate the Efficacy and Safety of Allogeneic Haematopoietic Stem Cell Transplantation With FBM Conditioning for MDS,Recruiting,Phase 2,"['Myelodysplastic Syndrome With Excess Blasts-1'
 'Myelodysplastic Syndrome With Excess Blasts-2'
 'Myelodysplastic Syndromes']","['Fludarabine, Busulfan and Melphalan']",['China'],Ruijin Hospital,Ruijin Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06247956,Study of SHR-8068 Combined With Adebrelimab and Platinum-containing Chemotherapy in the Treatment of Advanced Gastric and Esophageal Cancer,"Active, not recruiting",Phase 2,['Advanced Gastric Adenocarcinoma and Esophageal Squamous Cell Carcinoma'],"['SHR-8068;Adebrelimab;Oxaliplatin;Capecitabine Tablets;Paclitaxel Injection;Cisplatin Injection'
 'Adebrelimab;Oxaliplatin;Capecitabine Tablets;Paclitaxel Injection;Cisplatin Injection']",['China'],"Suzhou Suncadia Biopharmaceuticals Co., Ltd.","Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06248515,A Phase II Trial of Sacituzumab Govitecan in Patients With Advanced Thymic Epithelial Tumors,Recruiting,Phase 2,['Thymoma' 'Thymic Carcinoma'],['Sacituzumab govitecan-hziy'],['United States'],Georgetown University,Georgetown University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06248606,Adagrasib + SRS for Patients With Metastatic KRAS G12C-mutated NSCLC With Untreated Brain Metastases,Recruiting,Phase 2,['Non Small Cell Lung Cancer' 'NSCLC' 'KRAS G12C'],['Adagrasib' 'Stereotactic Radiosurgery'],['United States'],"Ryan Gentzler, MD","Ryan Gentzler, MD",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06248645,Oxygen As an Acute Treatment in Alternating Hemiplegia of Childhood,Recruiting,Phase 2,['Alternating Hemiplegia of Childhood'],['Oxygen' 'Placebo'],['France'],Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hôpitaux de Paris,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06248671,Prophylactic Treatment With Atorvastatin for Episodic Migraine.,Recruiting,Phase 2,['Episodic Migraine'],['Atorvastatin 40mg' 'Placebo' 'Atorvastatin 20mg'],['Norway'],St. Olavs Hospital,St. Olavs Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06276868,"Darsilide Combined With AI, Trastuzumab and Patuzumab in the Neoadjuvant Treatment of HR+/HER2+ Breast Cancer",Recruiting,Phase 2,['Breast Cancer' 'HER2-positive Breast Cancer'],['Dalcilib+letrozole+HP treatment group'],['China'],Henan Cancer Hospital,Henan Cancer Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06277128,A Study to Evaluate the Safety and Efficacy of WS016 in Patients With Hyperkalemia.,Recruiting,Phase 2,['Hyperkalemia'],['WS016 3g' 'WS016 6g' 'WS016 12g' 'Matching Placebo'],['China'],"Waterstone Pharmaceutical (Wuhan) Co., LTD.","Waterstone Pharmaceutical (Wuhan) Co., LTD.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06277154,MASCT-I Combined With Doxorubicin and Ifosfamide for First-line Treatment of Advanced Soft Tissue Sarcoma,Recruiting,Phase 2,"['Leiomyosarcoma' 'Liposarcoma' 'Synovial Sarcoma' 'Angiosarcoma'
 'Undifferentiated Pleomorphic Sarcoma' 'Epithelioid Sarcoma'
 'Malignant Peripheral Nerve Sheath Tumors' 'Fibrosarcoma'
 'Pleomorphic Rhabdomyosarcoma' 'Endometrial Stromal Sarcoma'
 'Desmoplastic Small Round Cell Tumor']",['MASCT-I' 'Doxorubicin' 'Ifosfamide'],['China'],HRYZ Biotech Co.,HRYZ Biotech Co.,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06311214,Personalized Antibody-Drug Conjugate Therapy Based on RNA and Protein Testing for the Treatment of Advanced or Metastatic Solid Tumors (The ADC MATCH Screening and Treatment Trial),Recruiting,Phase 2,['Advanced Malignant Solid Neoplasm' 'Metastatic Malignant Solid Neoplasm'],"['Biopsy Procedure' 'Biospecimen Collection' 'Computed Tomography'
 'Echocardiography Test' 'Electronic Health Record Review'
 'Enfortumab Vedotin' 'Immunohistochemistry Staining Method'
 'Magnetic Resonance Imaging' 'Multigated Acquisition Scan'
 'Sacituzumab Govitecan' 'Trastuzumab Deruxtecan']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06306846,Neoadjuvant SBRT in Localized Advanced HNSCC,Recruiting,Phase 2,['Head and Neck Squamous Carcinoma'],"['SBRT+immunochemotherpy' 'Immunochemotherapy'
 'cetuximab+immunochemotharpy']",['China'],Jiang Feng,Jiang Feng,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06307431,A Study of Adjuvant Intismeran Autogene (V940) and Pembrolizumab in Renal Cell Carcinoma (V940-004).,"Active, not recruiting",Phase 2,['Renal Cell Carcinoma'],['Intismeran autogene' 'Pembrolizumab' 'Placebo'],"['Argentina' 'Australia' 'Canada' 'Chile' 'France' 'Germany' 'Italy'
 'Poland' 'South Korea' 'Spain' 'Taiwan' 'Turkey (Türkiye)'
 'United Kingdom' 'United States']",Merck Sharp & Dohme LLC,Merck Sharp & Dohme LLC,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06308367,The Therapeutic Effect of Betaine in Syringomyelia,Recruiting,Phase 2,['Syringomyelia'],['Betaine' 'Placebo'],['China'],"Xuanwu Hospital, Beijing","Xuanwu Hospital, Beijing",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06308822,Testing JNJ-42756493 (Erdafitinib) as Potentially Targeting Treatment in Cancers With FGFR Amplifications (MATCH-Subprotocol K1),"Active, not recruiting",Phase 2,"['Advanced Lymphoma' 'Advanced Malignant Solid Neoplasm'
 'Refractory Lymphoma' 'Refractory Malignant Solid Neoplasm'
 'Refractory Multiple Myeloma']","['Biopsy Procedure' 'Biospecimen Collection' 'Computed Tomography'
 'Erdafitinib' 'Magnetic Resonance Imaging']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06309277,A Clinical Study to Evaluate of Single and Multiple Oral Doses of GM-1020 in Patients With MDD,Recruiting,Phase 2,['Major Depressive Disorder'],['GM-1020'],['United Kingdom'],Gilgamesh Pharmaceuticals,Gilgamesh Pharmaceuticals,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06309355,Topical YR001 Ointment in Adult With Mild to Moderate Atopic Dermatitis,Recruiting,Phase 2,['Atopic Dermatitis'],['YR001 ointment' 'Placebo'],['United States'],"Hangzhou Yirui Pharmaceutical Technology Co., Ltd","Hangzhou Yirui Pharmaceutical Technology Co., Ltd",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06309472,Trial of Mirtazapine for Depression in IBD,Recruiting,Phase 2,['Major Depressive Disorder' 'Inflammatory Bowel Diseases'],['Mirtazapine' 'Placebo'],['United Kingdom'],King's College London,King's College London,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06311227,Venetoclax for the Treatment of Patients With Relapsed Hairy Cell Leukemia,Recruiting,Phase 2,['Recurrent Hairy Cell Leukemia' 'Recurrent Hairy Cell Leukemia Variant'],"['Biospecimen Collection' 'Bone Marrow Aspiration' 'Bone Marrow Biopsy'
 'Computed Tomography' 'Lumbar Puncture' 'Magnetic Resonance Imaging'
 'Venetoclax']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06306131,Phase II Study of Ovulation in Obese Women,Recruiting,Phase 2,['Pregnancy Prevention'],"['Levonorgestrel 0.15 milligram' 'Meloxicam 15 milligram'
 'calcium carbonate 750 milligram']",['United States'],"InnovaGyn, Inc.","InnovaGyn, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06311695,Contrast-Enhanced Spectral Mammography (CESM),Recruiting,Phase 2,['Breast Cancer'],['Contrast Enhanced Mammography'],['Italy'],European Institute of Oncology,European Institute of Oncology,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06311890,"Study to Evaluate the Efficacy, Safety and Tolerability of Photodynamic Therapy(PDT) With Chlorin-e6 in Treating Moderate to Severe Acne",Recruiting,Phase 2,['Acne' 'Photodynamic Therapy'],['N-chlorin e6 triglumine' 'acne removal surgery'],['China'],Xiyuan Hospital of China Academy of Chinese Medical Sciences,Xiyuan Hospital of China Academy of Chinese Medical Sciences,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06311955,Clinical Study of Postoperative Carbon Ion Radiotherapy for Thymus Tumor With Residual Tumor,Recruiting,Phase 2,"['Thymic Epithelial Tumor' 'Radiotherapy Side Effect'
 'Carbon Ion Radiotheray' 'Heavy Ion Radiotherapy']",['Carbon ion radiotherapy' 'combined with platinum-based regimen'],['China'],Jian Chen,Jian Chen,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06311968,The Clinical Study of Post-operative Proton Radiotherapy for Thymus Tumor,Recruiting,Phase 2,['Thymus Epithelial Tumor' 'Proton Radiotherapy' 'Radiation Toxicity'],['Proton radiotherapy' 'combined platinum based chemotherapy'],['China'],Jian Chen,Jian Chen,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06311981,Carbon Ion Radiotherapy for Locally Advanced Lung Cancer in Elderly Patients,Recruiting,Phase 2,"['Non-small Cell Lung Cancer' 'Older People' 'Carbon Ion Radiotherapy'
 'Radiotherapy Side Effect']","['carbon ion radiotherapy' 'targeted therapy'
 'single regimen chemotherapy in sequence with radiotherapy']",['China'],Jian Chen,Jian Chen,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06312020,A Phase 2 Study to Investigate Efficacy and Safety of HZN-1116 in Participants With Sjogren's Syndrome,"Active, not recruiting",Phase 2,"[""Sjogren's Syndrome""]",['HZN-1116' 'Placebo'],"['Argentina' 'Austria' 'Chile' 'Colombia' 'France' 'Germany' 'Hungary'
 'Italy' 'Mexico' 'Poland' 'Portugal' 'Spain' 'Switzerland' 'Taiwan'
 'United Kingdom' 'United States']",Amgen,Amgen,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06312813,Evaluating Use of Topical Imipramine and Amitriptyline in Reducing Ultraviolet B Light-Induced Redness in Patients With Rosacea,Recruiting,Phase 2,['Rosacea'],['Imipramine' 'Amitriptyline' 'Vehicle'],['United States'],Wright State University,Wright State University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06306196,Immunogenicity and Safety of Hecolin® in HIV Positive/Negative Adults and in Children,Recruiting,Phase 2,['Hepatitis E Virus Infection'],"['Hecolin® Recombinant Hepatitis E Vaccine'
 'Isotonic Sodium Chloride injection']",['South Africa'],International Vaccine Institute,International Vaccine Institute,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06305832,Salvage Radiotherapy Combined With Androgen Deprivation Therapy (ADT) With or Without Rezvilutamide in the Treatment of Biochemical Recurrence After Radical Prostatectomy for Prostate Cancer,Recruiting,Phase 2,['Prostate Cancer' 'Biochemical Recurrence'],['Rezvilutamide' 'Androgen deprivation therapy (ADT)' 'SRT'],['China'],The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06313203,"HAI-Floxuridine, or SIRT, Combined with Gemox for Patients with Intra-Hepatic Cholangiocarcinoma Not Amenable to Resection (TOMCAT)","Active, not recruiting",Phase 2,['Intrahepatic Cholangiocarcinoma' 'Chemotherapy Effect'],['Floxuridine' 'Selective Internal Radiation Therapy (SIRT)'],['Norway'],Oslo University Hospital,Oslo University Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06302491,A Study of Safety and Efficiency of AND017 in Patients With β-thalassemia,Recruiting,Phase 2,['β -Thalassemia'],['AND017 capsules' 'AND017 Placebo'],['China'],Kind Pharmaceuticals LLC,Kind Pharmaceuticals LLC,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06300424,Neoadjuvant Almonertinib Followed by Chemo-immunotherapy in II-IIIB EGFR-mutant NSCLC,Recruiting,Phase 2,['Non Small Cell Lung Cancer' 'EGFR Gene Mutation'],['almonertinib' 'Carboplatin' 'Nab paclitaxel'],['China'],Guangdong Provincial People's Hospital,Guangdong Provincial People's Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06300463,Platform Study of Immunotherapy Combinations in Colorectal Cancer Liver Metastases,Recruiting,Phase 2,['Colorectal Cancer Metastatic' 'Liver Metastases' 'Colorectal Cancer'],['Botensilimab' 'Balstilimab' 'AGEN1423' 'Radiation'],['United States'],Weill Medical College of Cornell University,Weill Medical College of Cornell University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06300528,Pemigatinib in Patients With Relapsed or Refractory B-cell Non-Hodgkin Lymphomas,Recruiting,Phase 2,['Relapsed or Refractory B-cell Non-Hodgkin Lymphoma'],['Pemigatinib'],['United States'],University of Utah,University of Utah,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06301165,TPC Versus GP Induction Chemotherapy for Nasopharyngeal Carcinoma,Recruiting,Phase 2,['Nasopharyngeal Carcinoma'],['TPC induction chemotherapy' 'GP induction chemotherapy'],['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06301399,Rituximab Combined With Prior Therapy in Advanced Hepatocellular Carcinoma: Efficacy & Safety Study,Recruiting,Phase 2,['Advanced Hepatocellular Carcinoma'],['Rituximab+PD-1 or PD-L1 inhibitors+targeted therapy'],['China'],Tianjin Medical University Cancer Institute and Hospital,Tianjin Medical University Cancer Institute and Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06301828,Endostar Combined With SBRT and Envafolimab in the Treatment of Advanced Gastrointestinal Tumors,Recruiting,Phase 2,['Gastrointestinal Neoplasms'],['Envafolimab Injection' 'Endostar'],['China'],"Nanjing First Hospital, Nanjing Medical University","Nanjing First Hospital, Nanjing Medical University",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06301997,A Herbal Compound for Psoriasis,"Active, not recruiting",Phase 2,['Psoriasis' 'Inflammation' 'Skin Diseases'],['ZAX.1400.P03' 'Placebo'],['Iran'],Fasa University of Medical Sciences,Fasa University of Medical Sciences,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06302569,Pembrolizumab Plus Enfortumab Vedotin in Collecting Duct and Renal Medullary Carcinoma,Recruiting,Phase 2,"['Bellini Carcinoma' 'Collecting Duct Carcinoma'
 'Renal Medullary Carcinoma']",['Pembrolizumab + Enfortumab Vedotin'],['Italy'],Giuseppe Procopio,Giuseppe Procopio,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06305806,"RECOVER-AUTONOMIC: Platform Protocol, Appendix B (Ivabradine)","Active, not recruiting",Phase 2,['Long COVID' 'Long Covid19' 'Long Covid-19'],['Ivabradine' 'Ivabradine Placebo' 'Coordinated Care' 'Usual Care'],['United States'],Kanecia Obie Zimmerman,Kanecia Obie Zimmerman,Global / Multi-Region,2.0,1.0,0.6,0.3
