nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score,benefit_per_cost
NCT06265285,Comparison of In-Home Versus In-Clinic Administration of Subcutaneous Nivolumab Through Cancer CARE (Connected Access and Remote Expertise) Beyond Walls (CCBW) Program,Recruiting,Phase 2,"['Advanced Esophageal Squamous Cell Carcinoma'
 'Advanced Renal Cell Carcinoma'
 'Clinical Stage II Esophageal Squamous Cell Carcinoma AJCC v8'
 'Clinical Stage IIB Cutaneous Melanoma AJCC v8'
 'Clinical Stage IIC Cutaneous Melanoma AJCC v8'
 'Clinical Stage III Cutaneous Melanoma AJCC v8'
 'Clinical Stage III Esophageal Squamous Cell Carcinoma AJCC v8'
 'Clinical Stage IV Cutaneous Melanoma AJCC v8'
 'Clinical Stage IV Esophageal Squamous Cell Carcinoma AJCC v8'
 'Esophageal Carcinoma' 'Gastroesophageal Junction Adenocarcinoma'
 'Hepatocellular Carcinoma' 'Locally Advanced Urothelial Carcinoma'
 'Lung Non-Small Cell Carcinoma' 'Malignant Solid Neoplasm'
 'Metastatic Colorectal Carcinoma' 'Metastatic Cutaneous Melanoma'
 'Metastatic Esophageal Squamous Cell Carcinoma'
 'Metastatic Head and Neck Squamous Cell Carcinoma'
 'Metastatic Urothelial Carcinoma'
 'Recurrent Esophageal Squamous Cell Carcinoma'
 'Recurrent Head and Neck Squamous Cell Carcinoma' 'Renal Cell Carcinoma'
 'Stage III Renal Cell Cancer AJCC v8'
 'Stage IV Colorectal Cancer AJCC v8'
 'Stage IV Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8'
 'Stage IV Renal Cell Cancer AJCC v8' 'Unresectable Cutaneous Melanoma'
 'Unresectable Esophageal Squamous Cell Carcinoma' 'Urothelial Carcinoma'
 'Unresectable Urothelial Carcinoma']","['Home Health Encounter' 'Nivolumab' 'Patient Monitoring'
 'Questionnaire Administration']",['United States'],Mayo Clinic,Mayo Clinic,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06266338,Study of Pembrolizumab and Lenvatinib in Metastatic and Recurrent Cervix Cancer (LenPem Cervix),Recruiting,Phase 2,['Cervix Cancer' 'Cervical Cancer'],['Pembrolizumab' 'Lenvatinib'],['United States'],University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06268886,"Study to Evaluate the Efficacy, Safety, and Tolerability of an Anti-MTBR Tau Monoclonal Antibody (BMS-986446) in Participants With Early Alzheimer's Disease","Active, not recruiting",Phase 2,"['Alzheimer Disease, Early Onset']",['BMS-986446' 'Placebo'],"['Australia' 'Belgium' 'Canada' 'Japan' 'Singapore' 'South Korea' 'Spain'
 'Sweden' 'United Kingdom' 'United States']",Bristol-Myers Squibb,Bristol-Myers Squibb,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06266611,Cannabis for Palliative Care in Cancer,Recruiting,Phase 2,['Sleep' 'Anxiety' 'Depression' 'Pain'],['fsCBD Cannabidiol' 'Placebo' 'bsCBD Cannabidiol'],['United States'],"University of Colorado, Boulder","University of Colorado, Boulder",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06266832,The Efficacy and Safety of Short-course Radiation Combined With Adebrelimab and CAPEOX Neo-adjuvant Therapy for Organ-retention in Patients With MSS/pMMR Ultra Low Rectal Adenocarcinoma,Recruiting,Phase 2,['Rectal Adenocarcinoma'],"['Adebrelimab' 'Oxaliplatin' 'Capecitabine' 'Short-course Radiation'
 'Biopsy']",['China'],Sir Run Run Shaw Hospital,Sir Run Run Shaw Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06268015,Botensilimab and Balstilimab Optimization in Colorectal Cancer,Recruiting,Phase 2,['Colorectal Cancer'],"['Botensilimab' 'Balstilimab' 'Oxaliplatin' 'Leucovorin' 'Fluorouracil'
 'Bevacizumab' 'Panitumumab']",['United States'],"Nicholas DeVito, MD","Nicholas DeVito, MD",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06268093,The Therapeutic Effect of Thalidomide in Syringomyelia,Recruiting,Phase 2,['Syringomyelia' 'Thalidomide'],['Thalidomide'],['China'],"Xuanwu Hospital, Beijing","Xuanwu Hospital, Beijing",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06268470,Antiplatelet Therapy in Chronic Urticaria,"Active, not recruiting",Phase 2,['Chronic Urticaria'],['Desloratadine plus cilostazol and dipyridamole' 'Desloratadine'],['Thailand'],Chulalongkorn University,Chulalongkorn University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06268574,Safety and Efficacy of RVU120 for Treatment of Relapsed/Refractory AML,"Active, not recruiting",Phase 2,['Acute Myeloid Leukemia (AML)' 'High-risk Myelodysplastic Syndrome'],['RVU120'],['France' 'Italy' 'Poland' 'Spain'],Ryvu Therapeutics SA,Ryvu Therapeutics SA,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06268665,Tart Cherry Juice as a Dietary Supplement for the Prevention of Paclitaxel-Induced Neuropathy,Recruiting,Phase 2,"['Breast Cancer' 'Breast Cancer Stage I' 'Breast Cancer Stage II'
 'Breast Cancer Stage III' 'Breast Cancer Stage IV'
 'Invasive Breast Cancer' 'Ovarian Cancer' 'Ovarian Cancer Stage 1'
 'Ovarian Cancer Stage II' 'Ovarian Cancer Stage III'
 'Ovarian Cancer Stage IV' 'Ovarian Cancer Stage IA'
 'Ovarian Cancer Stage IB' 'Ovarian Cancer Stage IC'
 'Ovarian Cancer Stage 2' 'Ovarian Cancer Stage 3'
 'Ovarian Cancer Stage IIIb' 'Ovarian Cancer Stage IIIC'
 'Breast Cancer Stage IIIA' 'Breast Cancer Invasive'
 'Breast Cancer, Stage IA' 'Breast Cancer, Stage IB'
 'Breast Cancer Stage IIA' 'Breast Cancer Stage IIB'
 'Breast Cancer Stage IIIB' 'Breast Cancer Stage IIIc' 'Cancer, Breast'
 'Tumors, Breast' 'Mammary Cancer' 'Mammary Carcinoma' 'Breast Carcinoma'
 'Breast Neoplasm' 'Malignant Breast Neoplasm' 'Malignant Tumor of Breast'
 'Cancer of Ovary' 'Ovary Cancer' 'Ovary Neoplasm']",['Tart Cherry Juice'],['United States'],Eve Rodler,Eve Rodler,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06254261,A Study of RAY1225 in Participants With Obesity,Recruiting,Phase 2,['Obesity'],['RAY1225' 'Placebo'],['China'],"Guangdong Raynovent Biotech Co., Ltd","Guangdong Raynovent Biotech Co., Ltd",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06253923,Study to Assess the Safety of Amantadine Hydrochloride (HCl) Intravenous (IV) Solution (MR-301) in Patients With Severe Traumatic Brain Injury (TBI).,"Active, not recruiting",Phase 2,['Traumatic Brain Injury'],['Amantadine Hydrochloride' 'Placebo'],['United States'],"SHINKEI Therapeutics, Inc","SHINKEI Therapeutics, Inc",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06253663,Study of KTE-X19 in Adult Japanese Participants With Relapsed/Refractory Mantle Cell Lymphoma or Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia,"Active, not recruiting",Phase 2,"['Relapsed/Refractory Mantle Cell Lymphoma'
 'Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia']",['KTE-X19' 'Cyclophosphamide' 'Fludarabine'],['Japan'],"Kite, A Gilead Company","Kite, A Gilead Company",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06241807,Neoadjuvant Camrelizumab Combined With Chemotherapy for Resectable Stage IIIA-IIIB NSCLC,Recruiting,Phase 2,"['IMMUNOTHERAPY' 'Neoadjuvant Therapy'
 'Resectable Lung Non-Small Cell Carcinoma' 'Biomarkers / Blood']",['Camrelizumab Plus Chemotherapy'],['China'],Shandong Cancer Hospital and Institute,Shandong Cancer Hospital and Institute,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06240689,A Prospective Randomized Controlled Study of Immune Checkpoint Maintenance Therapy After Radiotherapy and Chemotherapy for Locally Advanced Head and Neck Tumors Based on Peripheral Blood CD8Tex Detection in Peripheral Blood,Recruiting,Phase 2,['Locally Advanced Head and Neck Squamous Cell Carcinoma'],['Sintilimab' 'Placebo'],['China'],"Second Affiliated Hospital, School of Medicine, Zhejiang University","Second Affiliated Hospital, School of Medicine, Zhejiang University",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06240754,Enasidenib for Patients With Clonal Cytopenia of Undetermined Significance and Mutations in IDH2A Decentralized Trial,Recruiting,Phase 2,"['Clonal Cytopenia of Undetermined Significance'
 'CCUS Clonal Cytopenia of Undetermined Significance']",['Enasidenib'],['United States'],Washington University School of Medicine,Washington University School of Medicine,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06241105,Lenvatinib Plus Toripalimab for Platinum-Resistant Recurrent Ovarian Cancer,Recruiting,Phase 2,['Recurrent Ovarian Carcinoma'],['Lenvatinib+Toripalimab.'],['China'],Peking Union Medical College Hospital,Peking Union Medical College Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06241196,Vestibular Socket Therapy Using Acellular Dermal Matrix Versus Connective Tissue Graft,"Active, not recruiting",Phase 2,['Immediate Implant'],"['implant' 'Vestibular Socket Therapy' 'Alloderm'
 'Xenogenic bone membrane shield' 'Connective tissue graft']",['Egypt'],Tanta University,Tanta University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06241261,Arresting Early Childhood Caries With a Silver Diamine Fluoride Gel,Recruiting,Phase 2,['Early Childhood Caries'],['Silver diamine fluoride gel' 'Silver diamine fluoride solution'],['China'],The University of Hong Kong,The University of Hong Kong,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06241547,PONV Prevention Via Percutaneous Nerve Electrical Stimulation on PC6,Recruiting,Phase 2,['Postoperative Nausea and Vomiting'],"['electrical stimualtion via EmeTerm bracelet'
 'antimetic drugs（ dexamethasone，ondansetron）']",['China'],Peking Union Medical College Hospital,Peking Union Medical College Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06241781,Autologous Tumor Infiltrating Lymphocytes (GT101 Injection) in Patients with Recurrent or Metastatic Cervical Cancer,Recruiting,Phase 2,['Adult'],['GT101 injection' 'Gemcitabine injection'],['China'],Grit Biotechnology,Grit Biotechnology,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06241846,"A Phase II Study to Evaluate the Safety, Efficacy, and Pharmacokinetics of YL201 in Patients With mCRPC",Recruiting,Phase 2,['Metastatic Castration-resistant Prostate Cancer (mCRPC)'],['YL201 for Injection'],['China'],"MediLink Therapeutics (Suzhou) Co., Ltd.","MediLink Therapeutics (Suzhou) Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06239870,"Single-arm, Single-center, Exploratory Phase II Clinical Study of Envafolimab Combined With Chemoradiotherapy in the Treatment of Locally Advanced pMMR/MSS Rectal Cancer",Recruiting,Phase 2,['Envafolimab Combined With Chemoradiotherapy in the Treatment of Locally Advanced pMMR/MSS Rectal Cancer'],['Envafolimab combined with chemoradiotherapy in the whole course of neoadjuvant therapy'],['China'],Yunnan Cancer Hospital,Yunnan Cancer Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06242067,Second-line Treatment of Metastatic Colorectal Cancer,Recruiting,Phase 2,['Metastatic Colorectal Cancer'],['Trifluridine/tipiracil'],['China'],Qilu Hospital of Shandong University,Qilu Hospital of Shandong University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06242418,CtDNA in Adjuvant Chemotherapy of Stage III Colon Cancer (REVISE Trial),Recruiting,Phase 2,['Colon Cancer'],['FOLFOXIRI' 'XELOX'],['China'],West China Hospital,West China Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06242652,A Study to Evaluate 608 in Patients with Ankylosing Spondylitis (AS),"Active, not recruiting",Phase 2,['Ankylosing Spondylitis'],['608 Dose A' '608 Dose B' '608 Dose C' 'Adalimumab' 'Placebo'],['China'],"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.","Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06242834,Pembrolizumab and Tazemetostat to Overcome Immune Tolerance Following ASCT or CAR T-cell Therapy in Patients With Aggressive B-Cell Non-Hodgkin's Lymphoma,Recruiting,Phase 2,['B-Cell Non-Hodgkin Lymphoma'],"['Biospecimen Collection' 'Computed Tomography' 'Echocardiography'
 'Pembrolizumab' 'Positron Emission Tomography' 'Tazemetostat']",['United States'],Northwestern University,Northwestern University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06243185,Dalpiciclib Combined With Letrozole in HR+/HER2 - Gynecologic Solid Tumors,Recruiting,Phase 2,['Recurrent Ovarian Carcinoma'],['Dalpiciclib plus letrozole'],['China'],Fengzhi Feng,Fengzhi Feng,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06243458,RVU120 for Treatment of Anemia in Patients With Lower-risk Myelodysplastic Neoplasms,"Active, not recruiting",Phase 2,['Low Risk Myelodysplastic Syndromes'],['RVU120 (SEL120)'],['France' 'Germany' 'Italy' 'Poland' 'Spain'],GCP-Service International West GmbH,GCP-Service International West GmbH,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06244004,"FDG-PET-Guided Metastasis Directed Radiation Therapy for the Treatment of Metastatic Hormone Sensitive Prostate Cancer, The PRTY Trial",Recruiting,Phase 2,"['Castration-Sensitive Prostate Carcinoma' 'Metastatic Prostate Carcinoma'
 'Stage IVB Prostate Cancer AJCC v8']","['Antiandrogen Therapy' 'Bone Scan' 'Computed Tomography'
 'Cytotoxic Chemotherapy' 'FDG-Positron Emission Tomography'
 'Radiation Therapy']",['United States'],Northwestern University,Northwestern University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06240598,A Study of Second Look Laparoscopy (SLL) in People With Ovarian Cancer Who Have Completed Their First Course of Chemotherapy,Recruiting,Phase 2,['Ovarian Cancer'],['Second Look Laparoscopy'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06239532,HAIC Sequential TAE Combined With Tislelizumab and Surufatinib in Unresectable Intrahepatic Cholangiocarcinoma,"Active, not recruiting",Phase 2,['Intrahepatic Cholangiocarcinoma'],['HAIC+TAE' 'Tislelizumab' 'Surufatinib'],['China'],Qilu Hospital of Shandong University,Qilu Hospital of Shandong University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06244225,HAIC (Hepatic Artery Infusion Chemotherapy，HAIC）Plus Sintilimab and Donafenib in the First-line Treatment of Unresectable Hepatocellular Carcinoma,Recruiting,Phase 2,['Hepatocellular Carcinoma'],['Donafenib； Sintilimab； HAIC'],['China'],"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06237153,Randomized Placebo Controlled Study of Triamcinolone Acetonide Extended Release Injection for Thumb (CMC) Osteoarthritis,Recruiting,Phase 2,['Carpometacarpal (CMC) Osteoarthritis'],['Triamcinolone Acetonide extended release suspension'],['United States'],Marie Badalamente,Marie Badalamente,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06235216,Sacituzumab govitEcan in THYroid Cancers,Recruiting,Phase 2,['Differentiated Thyroid Cancer' 'Anaplastic Thyroid Cancer'],['Sacituzumab govitecan'],['Spain'],Grupo Espanol de Tumores Neuroendocrinos,Grupo Espanol de Tumores Neuroendocrinos,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06235775,Administration of GV1001 for the Treatment of Progressive Supranuclear Palsy Who Completed Study GV1001-PSP-CL2-011,"Active, not recruiting",Phase 2,['Progressive Supranuclear Palsy'],['GV1001 Placebo' 'GV1001 1.12mg'],['South Korea'],GemVax & Kael,GemVax & Kael,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06235918,Neoadjuvant Tislelizumab Plus Chemotherapy for Resectable Locally-advanced Head and Neck Squamous Cell Carcinoma,Recruiting,Phase 2,"['Head and Neck Squamous Cell Carcinomas'
 'Resectable Head and Neck Squamous-cell Carcinoma']",['Tislelizumab' 'Nab-paclitaxel' 'Carboplatin'],['China'],Xiang Lu,Xiang Lu,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06236269,HR+/HER2- Advanced or Metastatic Breast Cancer Patients Treated With Sacituzumab Govitecan,Recruiting,Phase 2,['Breast Cancer Stage IV'],['Sacituzumab Govitecan'],['Spain'],SOLTI Breast Cancer Research Group,SOLTI Breast Cancer Research Group,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06236295,"Investigating the Safety and Efficacy of SHR6508 Injection in the Treatment of Secondary Hyperparathyroidism in Hemodialysis Patients : A Multicenter, Long-term Clinical Trial","Active, not recruiting",Phase 2,['Secondary Hyperparathyroidism (SHPT) in Subjects With Chronic Kidney Disease (CKD) on Hemodialysis'],['SHR6508'],['China'],"Shanghai Hengrui Pharmaceutical Co., Ltd.","Shanghai Hengrui Pharmaceutical Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06236724,Phase II Study Assessing Efficacy and Safety of Asciminib in Patients With Newly Diagnosed Chronic Myeloid Leukemia in Chronic Phase.,Recruiting,Phase 2,['Chronic Myeloid Leukemia'],['Asciminib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06236880,A Phase 2a Study to Evaluate the Safety and Tolerability of GM-2505 in Patients With MDD,Recruiting,Phase 2,['Major Depressive Disorder'],['GM-2505'],['United Kingdom'],Gilgamesh Pharmaceuticals,Gilgamesh Pharmaceuticals,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06237257,A Study of Chemoradiotherapy With SHR-1316 For Treatment of Locally Advanced Cervical Cancer,"Active, not recruiting",Phase 2,['Locally Advanced Cervical Cancer'],"['SHR-1316' 'Cisplatin Injection/Carboplatin Injection'
 'External Beam Radiotherapy (EBRT)/Brachytherapy' 'Paclitaxel Injection']",['China'],"Shanghai Shengdi Pharmaceutical Co., Ltd","Shanghai Shengdi Pharmaceutical Co., Ltd",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06239220,"PD-L1 t-haNK, N-803 IL-15sa and Cetuximab for Recurrent, Metastatic HNSCC",Recruiting,Phase 2,"['Head and Neck Cancer' 'Head and Neck Squamous Cell Carcinoma'
 'Metastatic Head and Neck Cancer' 'Recurrent Head and Neck Cancer'
 'Metastatic Head-and-neck Squamous-cell Carcinoma'
 'Recurrent Head and Neck Squamous Cell Carcinoma']",['PD-L1 t-haNK' 'Cetuximab' 'N-803'],['United States'],Glenn J. Hanna,Glenn J. Hanna,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06237309,REGN5381 in Adult Participants With Heart Failure With Reduced Ejection Fraction,"Active, not recruiting",Phase 2,['Heart Failure'],['REGN5381' 'Placebo'],"['Belgium' 'Bulgaria' 'Czechia' 'Georgia' 'Greece' 'Moldova' 'Poland'
 'Romania' 'South Africa' 'South Korea' 'Spain' 'United States']",Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06237426,An Evaluation of the Long-term Efficacy and Safety of Methylone for the Treatment of PTSD,Enrolling by invitation,Phase 2,['Post Traumatic Stress Disorder'],['Methylone'],['Ireland' 'United Kingdom' 'United States'],Transcend Therapeutics,Transcend Therapeutics,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06237920,Stage II-IIIa Urothelial Cancer Randomizing Pre-operative Nivolumab With or Without Relatlimab,Recruiting,Phase 2,"['Urologic Neoplasms' 'Urogenital Neoplasms' 'Neoplasms by Site'
 'Neoplasms' 'Female Urogenital Diseases'
 'Female Urogenital Diseases and Pregnancy Complications'
 'Urogenital Diseases' 'Urinary Bladder Diseases'
 'Male Urogenital Diseases' 'Urinary Bladder Neoplasm'
 'Antineoplastics Toxicity']",['Nivolumab' 'Relatlimab'],['Netherlands'],The Netherlands Cancer Institute,The Netherlands Cancer Institute,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06238544,Long-term Safety and Tolerability of HRS-5965 in Patients With Paroxysmal Nocturnal Hemoglobinuria,Recruiting,Phase 2,['Paroxysmal Nocturnal Hemoglobinuria'],['HRS-5965 tablets' 'HRS-5965 Capsules'],['China'],"Chengdu Suncadia Medicine Co., Ltd.","Chengdu Suncadia Medicine Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06238635,Dostarlimab and Cobolimab in Advanced Cervical Cancer,Recruiting,Phase 2,"['Cervical Cancer' 'Advanced Cervical Carcinoma'
 'Metastatic Cervical Cancer' 'Metastatic Cervical Carcinoma'
 'Recurrent Cervical Carcinoma']",['Dostarlimab' 'Cobolimab'],['United States'],Meghan Shea,Meghan Shea,Global / Multi-Region,2.0,1.0,0.6,0.3
