config_id,K,lambda_cost,lambda_safety,noise_sigma,seed,pool_size,p,penalty_A,shots,jaccard_vs_baseline,best_energy,best_bitstring,gamma_0,beta_0,selected_n,total_benefit,total_cost,total_safety,objective,objective_norm
K6_lc0.5_ls0.5_sig0_seed0_pool12_p1_A10_sh128,6,0.5,0.5,0.0,0,12,1,10.0,128,0.36363636363636365,2.4,010001110101,0.2,0.2,6,3.6,12.0,0.0,-2.4,0.9853553076471612
K6_lc0.5_ls0.5_sig0_seed1_pool12_p1_A10_sh128,6,0.5,0.5,0.0,1,12,1,10.0,128,0.5,2.4,000111010101,0.2,0.2,6,3.6,12.0,0.0,-2.4,0.9853553076471612
K6_lc0.5_ls0.5_sig0_seed2_pool12_p1_A10_sh128,6,0.5,0.5,0.0,2,12,1,10.0,128,0.36363636363636365,2.4,101010001011,0.2,0.2,6,3.6,12.0,0.0,-2.4,0.9853553076471612
K6_lc0.5_ls0.5_sig0.05_seed0_pool12_p1_A10_sh128,6,0.5,0.5,0.05,0,12,1,10.0,128,0.5,2.1101875061997264,000001111101,0.2,0.2,6,3.6619758667658857,11.544326745931222,0.0,-2.1101875061997255,0.9927793860220162
K6_lc0.5_ls0.5_sig0.05_seed1_pool12_p1_A10_sh128,6,0.5,0.5,0.05,1,12,1,10.0,128,0.36363636363636365,2.2052023251113897,001010100111,0.55,1.6,6,3.6857351734578954,11.781874997138571,0.0,-2.20520232511139,0.9903454072341349
K6_lc0.5_ls0.5_sig0.05_seed2_pool12_p1_A10_sh128,6,0.5,0.5,0.05,2,12,1,10.0,128,0.36363636363636365,2.227702623247217,011010110010,0.2,0.2,6,3.713679441973513,11.882764130441458,0.0,-2.2277026232472164,0.9897690208450335
K6_lc0.5_ls0.5_sig0.1_seed0_pool12_p1_A10_sh128,6,0.5,0.5,0.1,0,12,1,10.0,128,0.36363636363636365,1.8283176177006712,010001101101,1.6,0.2,6,3.7230092860510737,11.10265380750349,0.0,-1.8283176177006712,1.0
K6_lc0.5_ls0.5_sig0.1_seed1_pool12_p1_A10_sh128,6,0.5,0.5,0.1,1,12,1,10.0,128,0.36363636363636365,2.01054323813857,001010100111,0.55,1.6,6,3.7738331764155637,11.568752829108266,0.0,-2.0105432381385695,0.9953319566375567
K6_lc0.5_ls0.5_sig0.1_seed2_pool12_p1_A10_sh128,6,0.5,0.5,0.1,2,12,1,10.0,128,0.36363636363636365,2.015032419434433,000011110011,1.25,0.9000000000000001,6,3.800993643663909,11.632052126196683,0.0,-2.0150324194344327,0.995216958028137
K6_lc0.5_ls1_sig0_seed0_pool12_p1_A10_sh128,6,0.5,1.0,0.0,0,12,1,10.0,128,0.36363636363636365,2.4,010001110101,0.2,0.2,6,3.6,12.0,0.0,-2.4,0.9853553076471612
K6_lc0.5_ls1_sig0_seed1_pool12_p1_A10_sh128,6,0.5,1.0,0.0,1,12,1,10.0,128,0.5,2.4,000111010101,0.2,0.2,6,3.6,12.0,0.0,-2.4,0.9853553076471612
K6_lc0.5_ls1_sig0_seed2_pool12_p1_A10_sh128,6,0.5,1.0,0.0,2,12,1,10.0,128,0.36363636363636365,2.4,101010001011,0.2,0.2,6,3.6,12.0,0.0,-2.4,0.9853553076471612
K6_lc0.5_ls1_sig0.05_seed0_pool12_p1_A10_sh128,6,0.5,1.0,0.05,0,12,1,10.0,128,0.5,2.1101875061997264,000001111101,0.2,0.2,6,3.6619758667658857,11.544326745931222,0.0,-2.1101875061997255,0.9927793860220162
K6_lc0.5_ls1_sig0.05_seed1_pool12_p1_A10_sh128,6,0.5,1.0,0.05,1,12,1,10.0,128,0.36363636363636365,2.2052023251113897,001010100111,0.55,1.6,6,3.6857351734578954,11.781874997138571,0.0,-2.20520232511139,0.9903454072341349
K6_lc0.5_ls1_sig0.05_seed2_pool12_p1_A10_sh128,6,0.5,1.0,0.05,2,12,1,10.0,128,0.36363636363636365,2.227702623247217,011010110010,0.2,0.2,6,3.713679441973513,11.882764130441458,0.0,-2.2277026232472164,0.9897690208450335
K6_lc0.5_ls1_sig0.1_seed0_pool12_p1_A10_sh128,6,0.5,1.0,0.1,0,12,1,10.0,128,0.36363636363636365,1.8283176177006712,010001101101,1.6,0.2,6,3.7230092860510737,11.10265380750349,0.0,-1.8283176177006712,1.0
K6_lc0.5_ls1_sig0.1_seed1_pool12_p1_A10_sh128,6,0.5,1.0,0.1,1,12,1,10.0,128,0.36363636363636365,2.01054323813857,001010100111,0.55,1.6,6,3.7738331764155637,11.568752829108266,0.0,-2.0105432381385695,0.9953319566375567
K6_lc0.5_ls1_sig0.1_seed2_pool12_p1_A10_sh128,6,0.5,1.0,0.1,2,12,1,10.0,128,0.36363636363636365,2.015032419434433,000011110011,1.25,0.9000000000000001,6,3.800993643663909,11.632052126196683,0.0,-2.0150324194344327,0.995216958028137
K6_lc0.5_ls2_sig0_seed0_pool12_p1_A10_sh128,6,0.5,2.0,0.0,0,12,1,10.0,128,0.36363636363636365,2.4,010001110101,0.2,0.2,6,3.6,12.0,0.0,-2.4,0.9853553076471612
K6_lc0.5_ls2_sig0_seed1_pool12_p1_A10_sh128,6,0.5,2.0,0.0,1,12,1,10.0,128,0.5,2.4,000111010101,0.2,0.2,6,3.6,12.0,0.0,-2.4,0.9853553076471612
K6_lc0.5_ls2_sig0_seed2_pool12_p1_A10_sh128,6,0.5,2.0,0.0,2,12,1,10.0,128,0.36363636363636365,2.4,101010001011,0.2,0.2,6,3.6,12.0,0.0,-2.4,0.9853553076471612
K6_lc0.5_ls2_sig0.05_seed0_pool12_p1_A10_sh128,6,0.5,2.0,0.05,0,12,1,10.0,128,0.5,2.1101875061997264,000001111101,0.2,0.2,6,3.6619758667658857,11.544326745931222,0.0,-2.1101875061997255,0.9927793860220162
K6_lc0.5_ls2_sig0.05_seed1_pool12_p1_A10_sh128,6,0.5,2.0,0.05,1,12,1,10.0,128,0.36363636363636365,2.2052023251113897,001010100111,0.55,1.6,6,3.6857351734578954,11.781874997138571,0.0,-2.20520232511139,0.9903454072341349
K6_lc0.5_ls2_sig0.05_seed2_pool12_p1_A10_sh128,6,0.5,2.0,0.05,2,12,1,10.0,128,0.36363636363636365,2.227702623247217,011010110010,0.2,0.2,6,3.713679441973513,11.882764130441458,0.0,-2.2277026232472164,0.9897690208450335
K6_lc0.5_ls2_sig0.1_seed0_pool12_p1_A10_sh128,6,0.5,2.0,0.1,0,12,1,10.0,128,0.36363636363636365,1.8283176177006712,010001101101,1.6,0.2,6,3.7230092860510737,11.10265380750349,0.0,-1.8283176177006712,1.0
K6_lc0.5_ls2_sig0.1_seed1_pool12_p1_A10_sh128,6,0.5,2.0,0.1,1,12,1,10.0,128,0.36363636363636365,2.01054323813857,001010100111,0.55,1.6,6,3.7738331764155637,11.568752829108266,0.0,-2.0105432381385695,0.9953319566375567
K6_lc0.5_ls2_sig0.1_seed2_pool12_p1_A10_sh128,6,0.5,2.0,0.1,2,12,1,10.0,128,0.36363636363636365,2.015032419434433,000011110011,1.25,0.9000000000000001,6,3.800993643663909,11.632052126196683,0.0,-2.0150324194344327,0.995216958028137
K6_lc1_ls0.5_sig0_seed0_pool12_p1_A10_sh128,6,1.0,0.5,0.0,0,12,1,10.0,128,0.5,8.399999999999999,101001100110,0.2,0.2,6,3.6,12.0,0.0,-8.4,0.8316543071656984
K6_lc1_ls0.5_sig0_seed1_pool12_p1_A10_sh128,6,1.0,0.5,0.0,1,12,1,10.0,128,0.36363636363636365,8.399999999999999,010010101101,0.2,0.2,6,3.6,12.0,0.0,-8.4,0.8316543071656984
K6_lc1_ls0.5_sig0_seed2_pool12_p1_A10_sh128,6,1.0,0.5,0.0,2,12,1,10.0,128,0.5,8.399999999999999,001111100001,0.2,0.2,6,3.6,12.0,0.0,-8.4,0.8316543071656984
K6_lc1_ls0.5_sig0.05_seed0_pool12_p1_A10_sh128,6,1.0,0.5,0.05,0,12,1,10.0,128,0.36363636363636365,7.863374951905903,000000111111,0.2,1.6,6,3.617602292902354,11.480977244808257,0.0,-7.863374951905902,0.8454009416282776
K6_lc1_ls0.5_sig0.05_seed1_pool12_p1_A10_sh128,6,1.0,0.5,0.05,1,12,1,10.0,128,0.5,8.076738651271757,001011100101,0.9000000000000001,1.25,6,3.6446790518680956,11.721417703139855,0.0,-8.076738651271759,0.8399352392851179
K6_lc1_ls0.5_sig0.05_seed2_pool12_p1_A10_sh128,6,1.0,0.5,0.05,2,12,1,10.0,128,0.36363636363636365,8.151272176617146,000010111011,1.25,0.2,6,3.636759171259852,11.788031347877,0.0,-8.151272176617148,0.8380259263826185
K6_lc1_ls0.5_sig0.1_seed0_pool12_p1_A10_sh128,6,1.0,0.5,0.1,0,12,1,10.0,128,0.36363636363636365,7.361569566164753,000000111111,0.2,1.6,6,3.636525103072402,10.998094669237155,0.0,-7.361569566164753,0.8582556066008445
K6_lc1_ls0.5_sig0.1_seed1_pool12_p1_A10_sh128,6,1.0,0.5,0.1,1,12,1,10.0,128,0.36363636363636365,7.748140997733686,000011100111,0.9000000000000001,1.25,6,3.724555607808101,11.472696605541786,0.0,-7.748140997733685,0.8483528706358952
K6_lc1_ls0.5_sig0.1_seed2_pool12_p1_A10_sh128,6,1.0,0.5,0.1,2,12,1,10.0,128,0.36363636363636365,7.831058482532775,000011110011,1.6,0.55,6,3.800993643663909,11.632052126196683,0.0,-7.831058482532774,0.846228787240724
K6_lc1_ls1_sig0_seed0_pool12_p1_A10_sh128,6,1.0,1.0,0.0,0,12,1,10.0,128,0.5,8.399999999999999,101001100110,0.2,0.2,6,3.6,12.0,0.0,-8.4,0.8316543071656984
K6_lc1_ls1_sig0_seed1_pool12_p1_A10_sh128,6,1.0,1.0,0.0,1,12,1,10.0,128,0.36363636363636365,8.399999999999999,010010101101,0.2,0.2,6,3.6,12.0,0.0,-8.4,0.8316543071656984
K6_lc1_ls1_sig0_seed2_pool12_p1_A10_sh128,6,1.0,1.0,0.0,2,12,1,10.0,128,0.5,8.399999999999999,001111100001,0.2,0.2,6,3.6,12.0,0.0,-8.4,0.8316543071656984
K6_lc1_ls1_sig0.05_seed0_pool12_p1_A10_sh128,6,1.0,1.0,0.05,0,12,1,10.0,128,0.36363636363636365,7.863374951905903,000000111111,0.2,1.6,6,3.617602292902354,11.480977244808257,0.0,-7.863374951905902,0.8454009416282776
K6_lc1_ls1_sig0.05_seed1_pool12_p1_A10_sh128,6,1.0,1.0,0.05,1,12,1,10.0,128,0.5,8.076738651271757,001011100101,0.9000000000000001,1.25,6,3.6446790518680956,11.721417703139855,0.0,-8.076738651271759,0.8399352392851179
K6_lc1_ls1_sig0.05_seed2_pool12_p1_A10_sh128,6,1.0,1.0,0.05,2,12,1,10.0,128,0.36363636363636365,8.151272176617146,000010111011,1.25,0.2,6,3.636759171259852,11.788031347877,0.0,-8.151272176617148,0.8380259263826185
K6_lc1_ls1_sig0.1_seed0_pool12_p1_A10_sh128,6,1.0,1.0,0.1,0,12,1,10.0,128,0.36363636363636365,7.361569566164753,000000111111,0.2,1.6,6,3.636525103072402,10.998094669237155,0.0,-7.361569566164753,0.8582556066008445
K6_lc1_ls1_sig0.1_seed1_pool12_p1_A10_sh128,6,1.0,1.0,0.1,1,12,1,10.0,128,0.36363636363636365,7.748140997733686,000011100111,0.9000000000000001,1.25,6,3.724555607808101,11.472696605541786,0.0,-7.748140997733685,0.8483528706358952
K6_lc1_ls1_sig0.1_seed2_pool12_p1_A10_sh128,6,1.0,1.0,0.1,2,12,1,10.0,128,0.36363636363636365,7.831058482532775,000011110011,1.6,0.55,6,3.800993643663909,11.632052126196683,0.0,-7.831058482532774,0.846228787240724
K6_lc1_ls2_sig0_seed0_pool12_p1_A10_sh128,6,1.0,2.0,0.0,0,12,1,10.0,128,0.5,8.399999999999999,101001100110,0.2,0.2,6,3.6,12.0,0.0,-8.4,0.8316543071656984
K6_lc1_ls2_sig0_seed1_pool12_p1_A10_sh128,6,1.0,2.0,0.0,1,12,1,10.0,128,0.36363636363636365,8.399999999999999,010010101101,0.2,0.2,6,3.6,12.0,0.0,-8.4,0.8316543071656984
K6_lc1_ls2_sig0_seed2_pool12_p1_A10_sh128,6,1.0,2.0,0.0,2,12,1,10.0,128,0.5,8.399999999999999,001111100001,0.2,0.2,6,3.6,12.0,0.0,-8.4,0.8316543071656984
