brand,total_events,safety_score
PEDICLE SCREW DRIVER,1,1.1178355127399714e-06
PEDICLE SCREW DRIVER SLIM - SOLID,1,1.1178355127399714e-06
PEDICLE SCREW ENH. POLY-AXIAL PEDICLE SCREW - CANNULATED 5X40MM,1,1.1178355127399714e-06
PEDICLE SCREW ENH. POLY-AXIAL PEDICLE SCREW - CANNULATED 6X30MM,1,1.1178355127399714e-06
PEDICLE SCREW ENH. POLY-AXIAL PEDICLE SCREW - CANNULATED 6X35MM,3,3.353506538219914e-06
PEDICLE SCREW ENH. POLY-AXIAL PEDICLE SCREW - CANNULATED 6X40MM,2,2.2356710254799427e-06
PEDICLE SCREW ENH. POLY-AXIAL PEDICLE SCREW - CANNULATED 6X45MM,1,1.1178355127399714e-06
PEDICLE SCREW ENH. POLY-AXIAL PEDICLE SCREW - CANNULATED 7X35MM,2,2.2356710254799427e-06
PEDICLE SCREW LATERAL CONNECTOR L150,1,1.1178355127399714e-06
PEDICLE SCREW LENKE PROBE SQUARE TIP - CURVED,1,1.1178355127399714e-06
PEDICLE SCREW LOCKING TOWER ENH 2019,2,2.2356710254799427e-06
PEDICLE SCREW MUST COMBINED SETSCREW H4-T27 - (4X),2,2.2356710254799427e-06
PEDICLE SCREW MUST LT 15MM SHORT - PEDICLE SCREW 4.5X30 CANN,1,1.1178355127399714e-06
PEDICLE SCREW MUST MC 6X35,1,1.1178355127399714e-06
PEDICLE SCREW MUST MC CROSS-CONNECTOR 19-29MM ADJUSTABLE,1,1.1178355127399714e-06
PEDICLE SCREW MUST MC SCREW 5.5X45 CANNULATED,1,1.1178355127399714e-06
PEDICLE SCREW MUST MC SCREW 5.5X50 CANNULATED,1,1.1178355127399714e-06
PEDICLE SCREW MUST MC SCREW 6X40 CANNULATED,1,1.1178355127399714e-06
PEDICLE SCREW MUST MC SCREW 6X40 REDUCTION CANN.,2,2.2356710254799427e-06
PEDICLE SCREW MUST MC SCREW 6X45,1,1.1178355127399714e-06
PEDICLE SCREW MUST MC SCREW 6X45 CANNULATED,1,1.1178355127399714e-06
PEDICLE SCREW MUST MC SCREW 7X35 CANNULATED,1,1.1178355127399714e-06
PEDICLE SCREW MUST MC SCREW 7X40 CANNULATED,1,1.1178355127399714e-06
PEDICLE SCREW PEDICLE SCREW 5X40,1,1.1178355127399714e-06
PEDICLE SCREW PEDICLE SCREW 7X45,1,1.1178355127399714e-06
PEDICLE SCREW PEDICLE SCREW 7X50,1,1.1178355127399714e-06
PEDICLE SCREW PEDICLE SCREW 8X50MM,1,1.1178355127399714e-06
PEDICLE SCREW REDUCTION DEVICE SHORT,2,2.2356710254799427e-06
PEDICLE SCREW ROD BENDER WITH SILICON HANDLE (BRADSHAW),1,1.1178355127399714e-06
PEDICLE SCREW ROD TI 5.5X480,1,1.1178355127399714e-06
PEDICLE SCREW UNKNOWN TYPE/SIZE,1,1.1178355127399714e-06
PEDICLE SCREW UNSPECIFIED,2,2.2356710254799427e-06
"PEDICLE SCREW, UNKNOWN TYPE OR SIZE",1,1.1178355127399714e-06
PEDICLE SCREWS,1,1.1178355127399714e-06
PEDICRAFT,1,1.1178355127399714e-06
PEDIMAG BLOOD PUMP,24,2.682805230575931e-05
PEDIPORT,1,1.1178355127399714e-06
"PEDIVAS BLOOD PUMP, OUS",3,3.353506538219914e-06
PEDS PUMP,1,1.1178355127399714e-06
PEDS UROLOGY CUSTOM PACK,2,2.2356710254799427e-06
PEEK,1,1.1178355127399714e-06
"PEEK 4.75 MM KNOTLESS CORKSCREW, SL, #5",1,1.1178355127399714e-06
"PEEK CAGE, UNKNOWN TYPE",1,1.1178355127399714e-06
PEEK CF INTERFERENCE SCREW,1,1.1178355127399714e-06
PEEK CUS. CRANIAL IMPL SMALL,1,1.1178355127399714e-06
PEEK CUST. CRANIAL IMPL XLARGE,1,1.1178355127399714e-06
"PEEK CUSTOMIZED CRANIAL IMPLANT KIT, L",6,6.707013076439828e-06
"PEEK CUSTOMIZED CRANIAL IMPLANT KIT, M",2,2.2356710254799427e-06
"PEEK CUSTOMIZED CRANIAL IMPLANT KIT, S",3,3.353506538219914e-06
"PEEK CUSTOMIZED CRANIAL IMPLANT KIT, XL",4,4.471342050959885e-06
"PEEK CUSTOMIZED CRANIAL IMPLANT PRIORITY, L",8,8.94268410191977e-06
"PEEK CUSTOMIZED CRANIAL IMPLANT PRIORITY, M",2,2.2356710254799427e-06
"PEEK CUSTOMIZED CRANIAL IMPLANT PRIORITY, XL",9,1.0060519614659743e-05
"PEEK CUSTOMIZED CRANIAL IMPLANT, L",4,4.471342050959885e-06
"PEEK CUSTOMIZED CRANIAL IMPLANT, M",3,3.353506538219914e-06
"PEEK CUSTOMIZED CRANIAL IMPLANT, XL",1,1.1178355127399714e-06
PEEK CUSTOMIZED PRIORITY-PLUS-L,2,2.2356710254799427e-06
PEEK CUSTOMIZED-PLUS-L,1,1.1178355127399714e-06
PEEK CUSTOMIZED-PLUS-M,1,1.1178355127399714e-06
PEEK CUSTOMIZED-PLUS-XL,1,1.1178355127399714e-06
PEEK IMPLANT 08X09X26,1,1.1178355127399714e-06
PEEK INTERF SCRW W/DISP SHTH 6X 23MM,5,5.5891775636998566e-06
PEEK INTERF SCRW W/DISP SHTH 8X 23MM,1,1.1178355127399714e-06
PEEK INTERFERENCE SCREW,1,1.1178355127399714e-06
PEEK INTERFERENCE SCREWS 5 X 15MM,1,1.1178355127399714e-06
"PEEK INTRAFIX ADVANCE SCREW, SIZE 8 X 23 MM",1,1.1178355127399714e-06
"PEEK KNOTLESS SUTURETAK, OPEN REPAIR",2,2.2356710254799427e-06
PEEK PREVAIL CERVICAL INTERBODY DEVICE,4,4.471342050959885e-06
PEEK PRIORITY CUST IMPL LARGE,6,6.707013076439828e-06
PEEK PRIORITY CUST IMPL MEDIUM,1,1.1178355127399714e-06
PEEK PRIORITY CUST IMPL SMALL,1,1.1178355127399714e-06
PEEK PRIORITY CUST IMPL XLARGE,3,3.353506538219914e-06
"PEEK SWIVELOCK BICEPS TENO, 7 X 10",3,3.353506538219914e-06
"PEEK SWIVELOCK C, 5.5X19.1MM",8,8.94268410191977e-06
"PEEK SWIVELOCK C,4.75X19.1MM",74,8.271982794275788e-05
"PEEK SWIVELOCK SP, 4.75X24.5MM",4,4.471342050959885e-06
"PEEK SWIVELOCK SP, 5.5X24.5MM",3,3.353506538219914e-06
"PEEK SWIVELOCK, 3.9X17.9MM",6,6.707013076439828e-06
"PEEK, 3.9MM KNOTLESS CORKSCREW W/ #5 MTS",3,3.353506538219914e-06
"PEEK, MENISCAL ROOT REPAIR KIT",2,2.2356710254799427e-06
"PEEK, SWIVELOCK FT, 4.75X19.1MM",6,6.707013076439828e-06
"PEEK, SWIVELOCK TT, 4.75X19.1MM",1,1.1178355127399714e-06
PEEK-OPTIMA ANCHOR 2.7MM GRAVITY SUTURE ANCHOR,1,1.1178355127399714e-06
PEEKPOWER DEPTH GUIDE FOR HTO PLATE,1,1.1178355127399714e-06
"PEEKPWR SYS,DRL 4.3,F.SCRWS(AR-134XXT)",2,2.2356710254799427e-06
"PEEKPWR, HTO PLATE",1,1.1178355127399714e-06
"PEEL APART INTRODUCER KIT, 10F",2,2.2356710254799427e-06
"PEEL APART INTRODUCER KIT, 7F",3,3.353506538219914e-06
PEEL-APART SHEATH INTRODUCER 3.5F X 5CM,1,1.1178355127399714e-06
PEEL-AWAY,1,1.1178355127399714e-06
PEEL-AWAY INTRODUCER,1,1.1178355127399714e-06
"PEEL-AWAY INTRODUCER 14 CM SHEATH INTRODUCER KIT, 7F",7,7.824848589179799e-06
"PEEL-AWAY INTRODUCER 14 CM SHEATH INTRODUCER KIT, 8F",9,1.0060519614659743e-05
"PEEL-AWAY INTRODUCER 14CM SHEATH INTRODUCER KIT, 6F",2,2.2356710254799427e-06
"PEEL-AWAY INTRODUCER, 7F TW, DI-LOCK, 14CM",3,3.353506538219914e-06
"PEEL-AWAY INTRODUCER, DI-LOCK, 7F, 14, CM, .038",1,1.1178355127399714e-06
PEEL-AWAY SHEATH INTRODUCER,1,1.1178355127399714e-06
PEEP VALVE 20/ADPT.DISP. 20PCS,4,4.471342050959885e-06
PEESO-ENLARGERS C.A.,1,1.1178355127399714e-06
PEG 24 PERCUTANEOUS ENDOSCOPIC GASTROSTOMY SET - PULL,43,4.806692704781877e-05
PEG 24 PERCUTANEOUS ENDOSCOPIC GASTROSTOMY SET - PUSH,1,1.1178355127399714e-06
PEG DRIVER FAST 2.0MM,8,8.94268410191977e-06
PEG ENDOVIVE,1,1.1178355127399714e-06
PEG FEEDING TUBE,1,1.1178355127399714e-06
PEG KIT,1,1.1178355127399714e-06
PEG LEAD,1,1.1178355127399714e-06
PEG TUBE,4,4.471342050959885e-06
PEGASUS,3,3.353506538219914e-06
PEGASUS 24GA X 0.75IN SS SLM NPVC,3,3.353506538219914e-06
PEGASUS BL 22GA X 0.75IN PRN NON-PVC,1,1.1178355127399714e-06
PEGASUS BL 22GA X 0.75IN PRN-CAP Y,1,1.1178355127399714e-06
PEGASUS BL 22GA X 1.00IN PRN NON-PVC,2,2.2356710254799427e-06
PEGASUS BL 22GA X 1.00IN PRN-CAP Y,8,8.94268410191977e-06
PEGASUS BL 22GA X 1.00IN QSYTE-CAP Y,8,8.94268410191977e-06
PEGASUS BL 22GAX0.75IN PRN-CAP Y NON-PVC,2,2.2356710254799427e-06
PEGASUS BL 22GAX0.75IN PRN-QSYTE Y NOPVC,1,1.1178355127399714e-06
PEGASUS BL 22GAX0.75IN QSYTE-CAPY NONPVC,1,1.1178355127399714e-06
PEGASUS BL 22GAX1.00IN PRN-CAP Y NON-PVC,3,3.353506538219914e-06
PEGASUS BL 22GAX1.00IN PRN-QSYTE Y NOPVC,1,1.1178355127399714e-06
PEGASUS GN 18GA X 1.16IN PRN,1,1.1178355127399714e-06
PEGASUS GN 18GA X 1.16IN PRN NON-PVC,3,3.353506538219914e-06
PEGASUS GN 18GA X 1.16IN PRN-CAP Y,3,3.353506538219914e-06
PEGASUS GN 18GAX1.16IN PRN-CAP Y NON-PVC,1,1.1178355127399714e-06
PEGASUS PNK 20GA X 1.16IN PRN,3,3.353506538219914e-06
PEGASUS PNK 20GA X 1.16IN PRN NON-PVC,6,6.707013076439828e-06
PEGASUS PNK 20GA X 1.16IN PRN-CAP Y,4,4.471342050959885e-06
PEGASUS PNK 20GA X 1.16IN QSYTE NON-PVC,1,1.1178355127399714e-06
PEGASUS PNK 20GAX1.16IN PRN-CAPY NON-PVC,4,4.471342050959885e-06
PEGASUS Y 20GA X 1.16IN SS PRN NPVC,1,1.1178355127399714e-06
PEGASUS Y 24GA X 0.75IN SS PRN NPVC,6,6.707013076439828e-06
PEGASUS YEL 24GA X 0.75IN,1,1.1178355127399714e-06
PEGASUS YEL 24GA X 0.75IN PRN,5,5.5891775636998566e-06
PEGASUS YEL 24GA X 0.75IN PRN NON-PVC,5,5.5891775636998566e-06
PEGASUS YEL 24GA X 0.75IN PRN-CAP Y,15,1.676753269109957e-05
PEGASUS YEL 24GA X 0.75IN QSYTE NON-PVC,1,1.1178355127399714e-06
PEGASUS YEL 24GA X 0.75IN QSYTE-CAP Y,9,1.0060519614659743e-05
PEGASUS YEL 24GA X0.75IN PRN,1,1.1178355127399714e-06
PEGASUS YEL 24GAX0.75IN PRN-CAPY NON-PVC,6,6.707013076439828e-06
PEGASUS YEL 24GAX0.75IN PRN-QSYTEY NOPVC,5,5.5891775636998566e-06
PEGASUS YEL 24GAX0.75IN QSYTE-CAPY,1,1.1178355127399714e-06
PEGASUS YEL 24GAX0.75IN QSYTE-CAPY NOPVC,1,1.1178355127399714e-06
PEGGED GLENOID TRIL & DRILL GUIDE CADDY,1,1.1178355127399714e-06
PEGS,4,4.471342050959885e-06
"PELION SURGICAL GALIB SIDEPORT INSTRUMENT,STANDARD KNURLED HANDLE",1,1.1178355127399714e-06
PELORIS AUTOMATED TISSUE PROCESSOR,3,3.353506538219914e-06
PELORIS II AUTOMATED TISSUE PROCESSOR,35,3.9124242945898994e-05
PELORIS II AUTOMATED TISSUE PROCESSOR.,3,3.353506538219914e-06
PELORIS II RAPID TISSUE PROCESSOR,210,0.000234745457675394
PELORIS II TISSUE PROCESSOR,9,1.0060519614659743e-05
PELORIS RAPID TISSUE PROCESSOR,23,2.571021679301934e-05
PELORIS TISSUE PROCESSOR,1,1.1178355127399714e-06
PELVIC ARM 225MM,16,1.788536820383954e-05
PELVIC ARM F/COLLIN REDUC CLAMP,1,1.1178355127399714e-06
PELVIC ARRAY ADAPTOR ASSY,1,1.1178355127399714e-06
PELVIC FLOOR STIMULATOR,1,1.1178355127399714e-06
PELVIC MESH,2,2.2356710254799427e-06
PELVIC MUSCLE REHABILITATION SYSTEM,1,1.1178355127399714e-06
PELVIC OSTEOTOME 15MM/304MM,1,1.1178355127399714e-06
PELVIC OSTEOTOME 20MM/304MM,3,3.353506538219914e-06
PELVIC OSTEOTOME ANGL 20,1,1.1178355127399714e-06
PELVIC REDUCTION FORCEPS,2,2.2356710254799427e-06
PELVIC SCREW STD 116MM,1,1.1178355127399714e-06
PELVIC SOFT BELT,1,1.1178355127399714e-06
PELVICCORTSCR 3.5 SELF-TAP L50 HH2.75 S,1,1.1178355127399714e-06
PELVICOL,2,2.2356710254799427e-06
PELVICOL ACELLULAR COLLAGEN MATRIX,5,5.5891775636998566e-06
PELVILACE BIOURETHRAL SUPPORT SYSTEM,1,1.1178355127399714e-06
PELVILACE TO TRANS-OBTURATOR BIOURETHRAL SUPPORT SYSTEM WITH HOOK NEEDLE,2,2.2356710254799427e-06
PELVISOF ACELLULAR COLLAGEN BIOMESH,1,1.1178355127399714e-06
PELVISOFT ACELLULAR COLLAGEN BIOMESH,11,1.2296190640139685e-05
PELVITEX POLYPROPYLENE MESH,1,1.1178355127399714e-06
PELVOSTEOT-CHISEL W/15 L304/134,6,6.707013076439828e-06
PELVOSTEOT-CHISEL W/20 L304/134,2,2.2356710254799427e-06
PEMETREXED 500MG/VIL INJ,1,1.1178355127399714e-06
PEN EVAC 1 (BOVIE PEN),1,1.1178355127399714e-06
PEN NDL 29GA 12.7MM,2,2.2356710254799427e-06
PEN NDL 29GA 12.7MM 100 BX 1200 USA,9,1.0060519614659743e-05
PEN NDL 29GA SHIELD BULK,2,2.2356710254799427e-06
PEN NDL 31G 5MM,3,3.353506538219914e-06
PEN NDL 31G 5MM 90,2,2.2356710254799427e-06
PEN NDL 31G 5MM 90 COUNT MAIL ORDER ONLY,3,3.353506538219914e-06
PEN NDL 31G 5MM HP,1,1.1178355127399714e-06
PEN NDL 31G 5MM XTW 5B 100CT AP,2,2.2356710254799427e-06
PEN NDL 31G 6MM,2,2.2356710254799427e-06
PEN NDL 31G 6MM 3B TW,1,1.1178355127399714e-06
PEN NDL 31G 6MM 3B TW 100CT BENELUX,3,3.353506538219914e-06
PEN NDL 31G 8MM,2,2.2356710254799427e-06
PEN NDL 31G 8MM 90,1,1.1178355127399714e-06
PEN NDL 31G 8MM 90 COUNT MAIL ORDER ONLY,14,1.5649697178359598e-05
PEN NDL 31GA 5MM,25,2.7945887818499284e-05
PEN NDL 31GA 5MM 100 BX 1200 LA,3,3.353506538219914e-06
PEN NDL 31GA 5MM 100BX 1200 CA,1,1.1178355127399714e-06
PEN NDL 31GA 5MM 100BX 1200 USA,52,5.812744666247851e-05
PEN NDL 31GA 5MM 14BAG 700CAS JP,17,1.9003203716579512e-05
PEN NDL 31GA 8MM,16,1.788536820383954e-05
PEN NDL 31GA 8MM 100 BX 1200 LA,3,3.353506538219914e-06
PEN NDL 31GA 8MM 100 BX 1200 USA,84,9.389818307015759e-05
PEN NDL 31GA 8MM 100BX 1200 CA,2,2.2356710254799427e-06
PEN NDL 31GA 8MM 14BAG 700CAS JP,5,5.5891775636998566e-06
PEN NDL 32G 4MM,81,9.054467653193768e-05
PEN NDL 32G 4MM 100BX 1200 USA,123,0.00013749376806701646
PEN NDL 32G 4MM 100CT EMA ROCHE,1,1.1178355127399714e-06
PEN NDL 32G 4MM 100CT INTL ROCHE,1,1.1178355127399714e-06
PEN NDL 32G 4MM 3B 90 COUNT,2,2.2356710254799427e-06
PEN NDL 32G 4MM 5 BAG 50 BOX SAMPLE,3,3.353506538219914e-06
PEN NDL 32G 4MM 5B XTW,1,1.1178355127399714e-06
PEN NDL 32G 4MM 5CT SAMPLE INTL ROCHE,2,2.2356710254799427e-06
PEN NDL 32G 4MM 90 CT,7,7.824848589179799e-06
PEN NDL 32G 4MM 90 CT MAIL ORDER ONLY,30,3.353506538219914e-05
PEN NDL 32G 4MM EF,1,1.1178355127399714e-06
PEN NDL 32G 4MM EF BULK 6000 IN,5,5.5891775636998566e-06
PEN NDL 32G 4MM HP,113,0.00012631541293961677
PEN NDL 32G 4MM HP 100 BOX,1,1.1178355127399714e-06
PEN NDL 32G 4MM HP 100 BOX 1200,1,1.1178355127399714e-06
PEN NDL 32G 4MM HP 100 BOX 1200 CA,20,2.2356710254799426e-05
PEN NDL 32G 4MM HP 100 BOX 1200 US,116,0.00012966891947783666
PEN NDL 32G 4MM HP 100 BOX FR,2,2.2356710254799427e-06
PEN NDL 32G 4MM HP 105,1,1.1178355127399714e-06
PEN NDL 32G 4MM HP 105 BOX DE,10,1.1178355127399713e-05
PEN NDL 32G 4MM PRO,125,0.00013972943909249642
PEN NDL 32G 4MM PRO 100 BOX,1,1.1178355127399714e-06
PEN NDL 32G 4MM PRO 100 BOX 1200 CA,87,9.72516896083775e-05
PEN NDL 32G 4MM PRO 100 BOX 1200 US,362,0.0004046564556118696
PEN NDL 32G 4MM PRO 100 BOX AP,11,1.2296190640139685e-05
PEN NDL 32G 4MM PRO 100 BOX FR,6,6.707013076439828e-06
PEN NDL 32G 4MM PRO 105 BOX DE,25,2.7945887818499284e-05
PEN NDL 32G 4MM PRO 14,8,8.94268410191977e-06
PEN NDL 32G 4MM PRO 14 BAG,3,3.353506538219914e-06
PEN NDL 32G 4MM PRO 14 BAG 700 CASE JPX,113,0.00012631541293961677
PEN NDL 32G 4MM PRO 90CT US,29,3.2417229869459166e-05
PEN NDL 32G 6MM,4,4.471342050959885e-06
PEN NDL 32G 6MM 3B,1,1.1178355127399714e-06
PEN NDL 32G 6MM 3B TW 100CT US,18,2.0121039229319486e-05
PEN NDL 32G 6MM 3B TW 70CT JPN,2,2.2356710254799427e-06
PEN NDL 32GA 4MM,26,2.9063723331239255e-05
PEN NDL 32GA 4MM 100 BX 1200 CA,10,1.1178355127399713e-05
PEN NDL 32GA 4MM 14BAG,1,1.1178355127399714e-06
PEN NDL 32GA 4MM 14BAG 700CASE JP,35,3.9124242945898994e-05
PEN NDL SAFEASSIST 30G X 5MM,1,1.1178355127399714e-06
PEN NDL SAFEASSIST 30G X 5MM EU 100 CT,1,1.1178355127399714e-06
PEN NEEDLE,10,1.1178355127399713e-05
"PEN NEEDLE 29G 12.7MM 1/2"" ORG",1,1.1178355127399714e-06
PEN NEEDLE 30G 5MM 3/16'' DUO,1,1.1178355127399714e-06
PEN NEEDLE 30X8 EMA,1,1.1178355127399714e-06
PEN NEEDLE 31 X 5MM XTW 100 CT,1,1.1178355127399714e-06
PEN NEEDLE 31G 5 MM 3/16 MINI ULTRA FINE,14,1.5649697178359598e-05
"PEN NEEDLE 31G 5 MM 3/16"" MINI",1,1.1178355127399714e-06
"PEN NEEDLE 31G 5 MM 3/16"" MNI",1,1.1178355127399714e-06
PEN NEEDLE 31G 5 MM 3/16'' MINI,1,1.1178355127399714e-06
"PEN NEEDLE 31G 5MM 3/16"" MINI",1,1.1178355127399714e-06
PEN NEEDLE 31G 5MM 5B XTW 100CT EU,1,1.1178355127399714e-06
"PEN NEEDLE 31G 8 MM 5/16"" SHRT",11,1.2296190640139685e-05
"PEN NEEDLE 31G 8 MM 5/16"" SHRT BD ULTRAFI",1,1.1178355127399714e-06
"PEN NEEDLE 31G 8 MM 5/16"" SHRT ULTRA-FINE",1,1.1178355127399714e-06
"PEN NEEDLE 31G 8 MM 5/6"" SHRT DB UTTRAFI",1,1.1178355127399714e-06
"PEN NEEDLE 31G 8 MM5/16"" SHRT",2,2.2356710254799427e-06
"PEN NEEDLE 31G 8MM 5/16"" SHRT",1,1.1178355127399714e-06
"PEN NEEDLE 31G MM 3/16"" MINI",1,1.1178355127399714e-06
"PEN NEEDLE 31G MM 5/116"" SHRT BD ULTRAFI",1,1.1178355127399714e-06
PEN NEEDLE 31G X 5MM TW BENELUX PK,1,1.1178355127399714e-06
PEN NEEDLE 31G X 5MM XTW BENELUX,2,2.2356710254799427e-06
PEN NEEDLE 31G X 8MM,1,1.1178355127399714e-06
PEN NEEDLE 31G X 8MM TW BENELUX PACK,3,3.353506538219914e-06
PEN NEEDLE 31GX5MM,16,1.788536820383954e-05
PEN NEEDLE 31GX5MM 14 PACK,27,3.0181558843979225e-05
PEN NEEDLE 31GX5MM 5B 28CT,10,1.1178355127399713e-05
PEN NEEDLE 31GX5MM 5B TW 98CT CHINA,2,2.2356710254799427e-06
PEN NEEDLE 31GX5MM 7 PACK,28,3.1299394356719195e-05
PEN NEEDLE 31GX6MM RELION 50CT,1,1.1178355127399714e-06
PEN NEEDLE 31GX8MM,1,1.1178355127399714e-06
PEN NEEDLE 31X5 5B EMA,4,4.471342050959885e-06
PEN NEEDLE 31X5 ASIA,1,1.1178355127399714e-06
PEN NEEDLE 31X5 EMA 100 PACK,1,1.1178355127399714e-06
PEN NEEDLE 31X5 ENGLISH,1,1.1178355127399714e-06
"PEN NEEDLE 32G 4 MM 5/32"" NANO",1,1.1178355127399714e-06
"PEN NEEDLE 32G 4 MM 5/32"" NANO 3120MCG",1,1.1178355127399714e-06
PEN NEEDLE 32G 4MM,3,3.353506538219914e-06
PEN NEEDLE 32G 4MM 5/32,1,1.1178355127399714e-06
"PEN NEEDLE 32G 4MM 5/32"" NANO",1,1.1178355127399714e-06
PEN NEEDLE 32G 4MM 5B XTW 100CT EU,6,6.707013076439828e-06
PEN NEEDLE 32G 4MM 7PACK XTW,1,1.1178355127399714e-06
PEN NEEDLE 32G 4MM XTW 5B,1,1.1178355127399714e-06
PEN NEEDLE 32G 4MM XTW 5B 14PACK,1,1.1178355127399714e-06
PEN NEEDLE 32G 4MM XTW 5B 14PACK CHINA,16,1.788536820383954e-05
"PEN NEEDLE 32G 6MM 1/4"" MICRO",1,1.1178355127399714e-06
PEN NEEDLE 32G 6MM 5B 100 COUNT EU,2,2.2356710254799427e-06
PEN NEEDLE 32GX4MM,11,1.2296190640139685e-05
PEN NEEDLE 32GX4MM 14 PACK,27,3.0181558843979225e-05
PEN NEEDLE 32GX4MM 3B TW 14CT CN,1,1.1178355127399714e-06
PEN NEEDLE 32GX4MM 5B,2,2.2356710254799427e-06
PEN NEEDLE 32GX4MM 5B 28CT,7,7.824848589179799e-06
PEN NEEDLE 32GX4MM 5B TW,2,2.2356710254799427e-06
PEN NEEDLE 32GX4MM 5B TW 98CT CHINA,2,2.2356710254799427e-06
PEN NEEDLE 32GX4MM 7 PACK,8,8.94268410191977e-06
PEN NEEDLE 32GX4MM 7 PACK NON SALE,1,1.1178355127399714e-06
PEN NEEDLE 32X4 5B EMA,2,2.2356710254799427e-06
PEN NEEDLE 32X4 ASIA XTW,7,7.824848589179799e-06
PEN NEEDLE 32X4 LA,1,1.1178355127399714e-06
PEN NEEDLE 32X4 LA 5B,1,1.1178355127399714e-06
PEN NEEDLE 34G 4MM PRO 14 BAG 700 CS JP,2,2.2356710254799427e-06
PEN NEEDLE 7PK 32G X 4MM,2,2.2356710254799427e-06
PEN NEEDLE AUTOSHIELD DUO 30G X 5MM CE,1,1.1178355127399714e-06
PEN NEEDLE AUTOSHIELD DUO 30GX5MM,39,4.359558499685888e-05
PEN NEEDLE AUTOSHIELD DUO 30GX5MM EU,15,1.676753269109957e-05
PEN NEEDLE AUTOSHIELD DUO 30GX5MM JP,14,1.5649697178359598e-05
PEN NEEDLE AUTOSHIELD DUO 30GX5MM USA,26,2.9063723331239255e-05
PEN NEEDLE AUTOSHIELD DUO 30GX8MM,2,2.2356710254799427e-06
PEN NEEDLE AUTOSHIELD DUO 30GX8MM EU,3,3.353506538219914e-06
PEN NEEDLE BD ULTRAFINE 31GX5MM /10EA,1,1.1178355127399714e-06
PEN NEEDLE BD ULTRAFINE 32GX4MM /10EA,2,2.2356710254799427e-06
PEN NEEDLE UF MINI 31GX5MM,1,1.1178355127399714e-06
PEN NEEDLES,4,4.471342050959885e-06
PEN NEEDLES FG,121,0.00013525809704153653
PENCAN,62,6.930580178987823e-05
"PENCAN 25 GA. X 3 IN. (90 MM), BUPIVACAINE 0.75% WITH DEXTROSE 8.25% TRAY (KIT",1,1.1178355127399714e-06
PENCAN 25G SPINAL NEEDLE,1,1.1178355127399714e-06
PENCAN SPINAL NEEDLE,1,1.1178355127399714e-06
PENCAN SPINAL NEEDLE ANESTHESIA TRAY,1,1.1178355127399714e-06
PENCAN SPINAL NEEDLE KIT,1,1.1178355127399714e-06
PENCAN SPINAL NEEDLE TRAY,16,1.788536820383954e-05
PENCIL BATTERY PACK,3,3.353506538219914e-06
PENCIL HANDLE,7,7.824848589179799e-06
PENCIL TIP DOPPLER PROBE,1,1.1178355127399714e-06
"PENCIL, H2K, PUSHBUTTON",1,1.1178355127399714e-06
"PENCIL,ABC,BEND-A-BEAM,6"" LONG",5,5.5891775636998566e-06
PENDANT,1,1.1178355127399714e-06
PENDING,6,6.707013076439828e-06
PENDING - COOLIEF COOLED RADIOFREQUENCY KIT ADVANCED,1,1.1178355127399714e-06
PENDITURE LAA EXCLUSION SYSTEM,14,1.5649697178359598e-05
PENETRATING GRASPER 35 UP,6,6.707013076439828e-06
PENETRATING GRASPER 45 RIGHT,1,1.1178355127399714e-06
PENETRATING GRASPER STRAIGHT,7,7.824848589179799e-06
PENETRATION DRILL,1,1.1178355127399714e-06
PENEVAC 1 BOVIE,1,1.1178355127399714e-06
PENEVAC1 BOVIE,1,1.1178355127399714e-06
PENILE INFL CX MS 18CM,1,1.1178355127399714e-06
PENILE PROSTHESIS,1,1.1178355127399714e-06
PENLON,1,1.1178355127399714e-06
PENLON ANESTHESIA DELIVERY UNIT,1,1.1178355127399714e-06
PENMTAX,1,1.1178355127399714e-06
PENNEEDLE_31GX8MM UF SHORT,1,1.1178355127399714e-06
PENNY RT TALUS SZ 2,1,1.1178355127399714e-06
PENRAX,1,1.1178355127399714e-06
PENROSE DRAIN,1,1.1178355127399714e-06
PENROSE DRAINS STERILE LATEX,1,1.1178355127399714e-06
PENTA,1,1.1178355127399714e-06
"PENTA 3MM LEAD, 30 CM",1,1.1178355127399714e-06
"PENTA 3MM LEAD, 60 CM",3076,0.0034384620371881516
"PENTA 5-COLUMN PADDLE LEAD, 60 CM",1,1.1178355127399714e-06
PENTA LEAD,1,1.1178355127399714e-06
PENTARAY,1,1.1178355127399714e-06
PENTARAY CATHETER,1,1.1178355127399714e-06
PENTARAY NAV,84,9.389818307015759e-05
PENTARAY NAV ECO,5,5.5891775636998566e-06
"PENTARAY NAV ECO 7FR, D, 2-6-2",5,5.5891775636998566e-06
"PENTARAY NAV ECO 7FR, F, 2-6-2",2,2.2356710254799427e-06
PENTARAY NAV ECO HIGH DENSITY MAPPING CATHETER,1,1.1178355127399714e-06
PENTARAY NAV HIGH-DENSITY MAPPING CATHETER,18,2.0121039229319486e-05
PENTARAY NAV HIGH-DENSITY MAPPING ECO,2,2.2356710254799427e-06
PENTARAY NAV HIGH-DENSITY MAPPING ECO CATHETE,3,3.353506538219914e-06
PENTARAY NAV HIGH-DENSITY MAPPING ECO CATHETER,361,0.00040353862009912965
PENTARAY NAV HIGH-DENSITY MAPPING ECO CATHETER CATHETER,2,2.2356710254799427e-06
