brand,total_events,safety_score
(600/45/95) XIVE S PLUS IMPL D4.5/L9.5(,1,1.1178355127399714e-06
(600/45/95) XIVE S PLUS IMPL D4.5/L9.5(IMPLANTS),80,8.94268410191977e-05
(600/55/11) XIVE S PLUS IMPL D5.5/L11,4,4.471342050959885e-06
(600/55/11) XIVE S PLUS IMPL D5.5/L11 (IMPLANTS),1,1.1178355127399714e-06
(600/55/11) XIVE S PLUS IMPL D5.5/L11(IMPLANTS),16,1.788536820383954e-05
(600/55/13) XIVE S PLUS IMPL D5.5/L13,5,5.5891775636998566e-06
(600/55/13) XIVE S PLUS IMPL D5.5/L13(IMPLANTS),4,4.471342050959885e-06
(600/55/8) XIVE S PLUS IMPL D5.5/L8,7,7.824848589179799e-06
(600/55/8) XIVE S PLUS IMPL D5.5/L8(,2,2.2356710254799427e-06
(600/55/8) XIVE S PLUS IMPL D5.5/L8(IMPLANTS),10,1.1178355127399713e-05
(600/55/95) XIVE S PLUS IMPL D5.5/L9.5,6,6.707013076439828e-06
(600/55/95) XIVE S PLUS IMPL D5.5/L9.5 (IMPLANTS),3,3.353506538219914e-06
(600/55/95) XIVE S PLUS IMPL D5.5/L9.5(IMPLANTS),18,2.0121039229319486e-05
(700 3.8/13) FRI IMPL TI D3.8/L13(IMPLANTS),1,1.1178355127399714e-06
(738/38/3) FRI BS ATTACH D3.8 GH 3(IMPLANTS),1,1.1178355127399714e-06
(951 4.5/15) FRI PLUS IMPL D4.5/L15(IMPLANTS),1,1.1178355127399714e-06
(951/34/11) FRI PLUS IMPL D3.4/L11,2,2.2356710254799427e-06
(951/34/11) FRI PLUS IMPL D3.4/L11(IMPLANTS),1,1.1178355127399714e-06
(951/34/13) FRI PLUS IMPL D3.4/L13,1,1.1178355127399714e-06
(951/34/15) FRI PLUS IMPL D3.4/L15(IMPLANTS),2,2.2356710254799427e-06
(951/38/11) FRI PLUS IMPL D3.8/L11,2,2.2356710254799427e-06
(951/38/11) FRI PLUS IMPL D3.8/L11(IMPLANTS),8,8.94268410191977e-06
(951/38/13) FRI PLUS IMPL D3.8/L13,2,2.2356710254799427e-06
(951/38/13) FRI PLUS IMPL D3.8/L13(IMPLANTS),3,3.353506538219914e-06
(951/38/15) FRI PLUS IMPL D3.8/L15(,1,1.1178355127399714e-06
(951/45/10) FRI PLUS IMPL D4.5/L10,4,4.471342050959885e-06
(951/45/10) FRI PLUS IMPL D4.5/L10(IMPLANTS),3,3.353506538219914e-06
(951/45/13) FRI PLUS IMPL D4.5/L13(IMPLANTS),2,2.2356710254799427e-06
(951/45/8) FRI PLUS IMPL D4.5/L8(IMPLANTS),1,1.1178355127399714e-06
(951/55/10) FRI PLUS IMPL D5.5/L10(IMPLANTS),2,2.2356710254799427e-06
(951/55/13) FRI PLUS IMPL D5.5/L13,1,1.1178355127399714e-06
(951/55/13) FRI PLUS IMPL D5.5/L13(IMPLANTS),2,2.2356710254799427e-06
(951/55/15) FRI PLUS IMPL D5.5/L15(IMPLANTS),1,1.1178355127399714e-06
(951/55/8) FRI PLUS IMPL D5.5/L8(IMPLANTS),1,1.1178355127399714e-06
"(BD PREFERRED) PEN NEEDLE, DIABETIC NEEDLE 29 GAUGE X 1/2",1,1.1178355127399714e-06
(BIGFOOT UNITY) LIBRE 2 SENSOR FREESTYLE,4,4.471342050959885e-06
(C-MAC VIDEO LARYNGOSCOPE MAC #3),1,1.1178355127399714e-06
(C-MAC VIDEO LARYNGOSCOPE MAC #4),1,1.1178355127399714e-06
(COC/AMP/THC/MTD/MDMA/MOP/PCP/BAR/BZO/TCA)MULTI-DRUG ONE STEP10 DRUG SCREEN TEST,1,1.1178355127399714e-06
(CR) FEMORAL COMPONENT OPTION SIZE E RIGHT,1,1.1178355127399714e-06
(CR) PEGGED TIBIAL COMPONENT PRECOAT SIZE 4,1,1.1178355127399714e-06
(CR) PEGGED TIBIAL COMPONENT PRECOAT SIZE 6,1,1.1178355127399714e-06
(CR) PROVISIONAL-ARTICULAR SURFACE SIZE GREEN 14 MM HEIGHT,1,1.1178355127399714e-06
(EDWARDS COMMANDER DELIVERY SYSTEM,1,1.1178355127399714e-06
(HES) HYDROSOFT,1,1.1178355127399714e-06
(INTENSE PULSED LIGHT) TREATMENT,1,1.1178355127399714e-06
(LEFT) TOTAL KNEE REPLACEMENT,1,1.1178355127399714e-06
(PARENT) SELLING PRODUCT NAME OSSEOSPEED EV 3.6 S - 8 MM,1,1.1178355127399714e-06
(QE25822) HEALDESIGN EV 4.2 5 - 4.5MM(IMPLANTS),1,1.1178355127399714e-06
(QEFR04) IMPLANT DRIVER EV 4.2 LONG(IMPLANTS),1,1.1178355127399714e-06
(REFURBISHED) 7MM EXTENDED LENGTH ENDOSCOPE,2,2.2356710254799427e-06
(S)SUB MASK/SIZE 5/ADULT,1,1.1178355127399714e-06
(SUPRASORB X + PHMB),1,1.1178355127399714e-06
"(THUNDERBEAT 5 MM, 35 CM, FRONT-ACTUATED GRIP TYPE S)",1,1.1178355127399714e-06
),1,1.1178355127399714e-06
) ANK C/X IMPL B9.5/D4.5/L9.5,1,1.1178355127399714e-06
) XIVE S PLUS IMPL D3.8/L13,1,1.1178355127399714e-06
) XIVE S PLUS IMPL D3.8/L9.5,1,1.1178355127399714e-06
)NAVIGATION ENABLED INSTRUMENTS EXPEDIUM DRIVER - SHAFT T20 5.5.,1,1.1178355127399714e-06
*,1,1.1178355127399714e-06
*RENASYS TOUCH DEVICE & POWER SUP,1,1.1178355127399714e-06
*UNKNOWN NEXGEN FEMORAL COMPONENT,1,1.1178355127399714e-06
+10MM PEG CTR SCREW METAGLENE,1,1.1178355127399714e-06
+2MM LATERAL OFFSET 25MM POST LENGTH BASE PLATE,4,4.471342050959885e-06
+2MM LATERAL OFFSET 30MM POST LENGTH BASE PLATE,1,1.1178355127399714e-06
+3MM LATERAL OFFSET 40MM DIAMETER GLENOSPHERE,2,2.2356710254799427e-06
+3MM RETENTIVE THICKNESS 40MM DIAMETER BEARING,2,2.2356710254799427e-06
+3MM THICKNESS 36MM DIAMETER BEARING,4,4.471342050959885e-06
+3MM THICKNESS 40MM DIAMETER BEARING,4,4.471342050959885e-06
+4 DRLC TRL LINER 32 X 52,1,1.1178355127399714e-06
+4 ENDURON LN 28IDX58 OR 70OD,2,2.2356710254799427e-06
+4 ENDURON LN 28IDX62 OR 74OD,1,1.1178355127399714e-06
+5MM 36MM LATERALIZED GXL LINER,1,1.1178355127399714e-06
+FREESTYLE LIBRE 2 SENSOR KIT - 14 DAY,1,1.1178355127399714e-06
+TOPCARE HEALTH,1,1.1178355127399714e-06
+VOUPRE L'RAE,1,1.1178355127399714e-06
",MEDFUSION",1,1.1178355127399714e-06
- SYRINGE 10ML LL W/NDL 21GX1IN,1,1.1178355127399714e-06
---OBS--- S/5 AISYS ANESTHESIA MACHINE,2,2.2356710254799427e-06
-6MM EXTENDED NEUTRAL HUMERAL TRAY,1,1.1178355127399714e-06
-BIPAP AUTO BIFLEX,1,1.1178355127399714e-06
-CARESTATION 650,1,1.1178355127399714e-06
-INSYTE AUTOGUARD BL 22GA X 1.0IN,1,1.1178355127399714e-06
-INTIMA-II Y 24GAX0.75IN PRN/EC SLM,1,1.1178355127399714e-06
-LEGACY PCA PUMP,1,1.1178355127399714e-06
-LEGACY PLUS PUMP,1,1.1178355127399714e-06
-MCKESSON,1,1.1178355127399714e-06
-Q-SYTE,1,1.1178355127399714e-06
-S THERMOCOOL SMART TOUCH SF UNI-DIRECTIONAL NAVIGATION CATHETER,1,1.1178355127399714e-06
-TACK ENDOSCOPIC HELIX TACKING SYSTEM,2,2.2356710254799427e-06
.,2,2.2356710254799427e-06
. 1.8MM DRILL BIT/QC/100MM,1,1.1178355127399714e-06
. 5MM HEX FLEXIBLE SCREWDRIVER,1,1.1178355127399714e-06
. CROSS PINNED HEX SCREWDRIVER . SHAFT/QC,1,1.1178355127399714e-06
. DRILL SLEEVE FOR 2.8MM DRILL BIT,1,1.1178355127399714e-06
. TI LOW PROFILE TRANSCONNECTOR . 42MM-55MM FOR 6.0MM RODS,1,1.1178355127399714e-06
.018 PLATINUM PLUS GUIDEWIRE,1,1.1178355127399714e-06
.018 ROADRUNNER GUIDEWIRE,1,1.1178355127399714e-06
.018 SV5 GUIDEWIRE,1,1.1178355127399714e-06
.018 VSI GUIDEWIRE,1,1.1178355127399714e-06
.035 X 6 IN SINGLE TROCAR GUIDE WIRE,1,1.1178355127399714e-06
.035'' OVER-THE-WIRE SYSTEM PALMAZ GENESIS ON OPTA PRO,1,1.1178355127399714e-06
".045"" DIA OLIVE WIRE W/ TROCAR TIP",1,1.1178355127399714e-06
".045"" DIA OLIVE WIRE WITH TROCAR TIP",1,1.1178355127399714e-06
".045"" GUIDE WIRE TROCAR TIP",2,2.2356710254799427e-06
".045"" OLIVE WIRE W/TROCAR TIP",11,1.2296190640139685e-05
".045"" X 6"" ST GUIDE WIRE",1,1.1178355127399714e-06
".054"" X 6"" GUIDE WIRE",1,1.1178355127399714e-06
".054"" X 7"" ST GUIDE WIRE",2,2.2356710254799427e-06
".062 WIRE CUTTER W/ SAFTY INSRT, ANGLED",2,2.2356710254799427e-06
".062"" X 3"" PLATE TACK, THREADED",1,1.1178355127399714e-06
".062"" X 6"" GUIDE WIRE",1,1.1178355127399714e-06
".062"" X 7"" LONG, GUIDE WIRE",1,1.1178355127399714e-06
.0MM DRILL BIT WITH DEPTH MARK/QC/140MM,1,1.1178355127399714e-06
.0MM LOCKING SCREW SLF-TPNG WITH T25 STARDRIVE RECESS 60MM,1,1.1178355127399714e-06
.0MM TI LOCKING HEAD SCREW SELF-DRILLING 26MM,1,1.1178355127399714e-06
.197 IN X 10FT (5MM X 3.05M) AUTOCLAVABLE LIGHT GUIDE,1,1.1178355127399714e-06
.2% 13X75,1,1.1178355127399714e-06
.5 MICRON FILTER,1,1.1178355127399714e-06
".5 TESLA SHORT BORE MRI SYSTEM, YEAR MANUFACTURED 2006",1,1.1178355127399714e-06
.5MM X 22.0MM CORTICAL SCREW,1,1.1178355127399714e-06
.IMPRESS.BRAIDE CATHETER,1,1.1178355127399714e-06
.IMPRESS.BRAIDED,5,5.5891775636998566e-06
.IMPRESS.BRAIDED CATHETER,16,1.788536820383954e-05
.IMPRESS.BRAIDED.4F.,1,1.1178355127399714e-06
.IMPRESS.BRAIDED.5F CATHETER,1,1.1178355127399714e-06
".IMPRESS.BRAIDED.5F.65 CM.BERENSTEIN..0 SIDE PORTS.0.038""",1,1.1178355127399714e-06
.IMPRESS.BRAIDED.CATHETER,4,4.471342050959885e-06
.IMPRESS.NON-BRAIDED,1,1.1178355127399714e-06
.IMPRESS.NON-BRAIDED CATHETER,2,2.2356710254799427e-06
.IMPRESS.NON-BRAIDED.CATHETER,4,4.471342050959885e-06
.PERFORMA.BRAIDED. CATHETER,1,1.1178355127399714e-06
.PERFORMA.NON-BRAIDED CATHETER,1,1.1178355127399714e-06
.SAFEDRAW PRESSURE TUBING,2,2.2356710254799427e-06
.V. ADMINISTRATION SETS WITH CONTROL-A-FLO REGULATOR,1,1.1178355127399714e-06
/ CADD MEDICATION CASSETTE RESERVOIRS WITH FLOW ST,1,1.1178355127399714e-06
/ NAVISTAR ELECTROPHYSIOLOGY CATHETER,1,1.1178355127399714e-06
/ PENTARAY NAV HIGH-DENSITY MAPPING ECO CATHETER,1,1.1178355127399714e-06
0,3,3.353506538219914e-06
0 36IN PROLENE SUTURE,1,1.1178355127399714e-06
0 DEG RIGHT CUT GUIDE,1,1.1178355127399714e-06
0 DEGREE DISTAL CUT BLOCK,4,4.471342050959885e-06
0 ENDOLOOP LIG W/PDS II,55,6.148095320069843e-05
0 ENDOLOOP LIG W/VCL CT VL,2,2.2356710254799427e-06
0 KEEL TIBIAL PEG DRILL,1,1.1178355127399714e-06
0 MM ML TAPER RASP SZ 4,1,1.1178355127399714e-06
0 MM RASP LONG POST SIZE 4,5,5.5891775636998566e-06
0 MM RASP LONG POST SIZE 5,1,1.1178355127399714e-06
0 SPIKED KEEL RIGHT SIZE E OSSEOTI TIBIA,1,1.1178355127399714e-06
0 STD RIGHT TRAY,1,1.1178355127399714e-06
0 VICRYL CTX SUTURE,1,1.1178355127399714e-06
0* KEEL LEFT SIZE G CEMENTED TIBIA,1,1.1178355127399714e-06
0* KEEL RIGHT SIZE C CEMENTED TIBIA,1,1.1178355127399714e-06
0-COATED VICRYL PLUS,1,1.1178355127399714e-06
0-VICRYL SUTURE,1,1.1178355127399714e-06
0.014 HI-TORQUE (HT) TURNTRAC GUIDE WIRE,25,2.7945887818499284e-05
0.014 SHEPHERD ES GUIDEWIRE - STRAIGHT 300 CM - 4 GMS,1,1.1178355127399714e-06
"0.014"" SHEPHERD ES GUIDEWIRE - STRAIGHT 300 CM - 4 GMS",2,2.2356710254799427e-06
"0.014"" SHEPHERD GUIDEWIRE - STRAIGHT 300 CM - 6 GMS",1,1.1178355127399714e-06
"0.016"" STYLET, 1235MM L",1,1.1178355127399714e-06
0.018 270CM ROADRUNNER GUIDEWIRE,1,1.1178355127399714e-06
0.018 SHEPHERD GUIDEWIRE - STRAIGHT 300 CM - 6 GMS,2,2.2356710254799427e-06
"0.018"" SHEPHERD 12 GUIDEWIRE - STRAIGHT 300 CM - 12 GMS",1,1.1178355127399714e-06
"0.018"" SHEPHERD 30 GUIDEWIRE - STRAIGHT 300 CM - 30 GMS",1,1.1178355127399714e-06
"0.018"" SHEPHERD GUIDEWIRE - STRAIGHT 300 CM - 6 GMS",2,2.2356710254799427e-06
"0.035"" ANGTIP HYBRID WIRE BX/5",5,5.5891775636998566e-06
"0.035"" HYBRID WIRE, BOX OF 5",16,1.788536820383954e-05
"0.035"" SUREGLIDE STIFF, BX/5",1,1.1178355127399714e-06
"0.035"" SUREGLIDE, BOX OF 5",2,2.2356710254799427e-06
"0.038 INCH, 145 CM, 3MM, J FIXED CORE PTFE COATED GUIDE WIRE",1,1.1178355127399714e-06
0.038 X 150CM ANGLED STIFF GLIDEWIRE,1,1.1178355127399714e-06
"0.038"" HYBRID WIRE, BOX OF 5",4,4.471342050959885e-06
0.038X150CM ANGLED STIFF GLIDEWIRE,1,1.1178355127399714e-06
0.14 GUIDEWIRES,27,3.0181558843979225e-05
0.2 MICRON FILTERED EXTENSION SET WITH CARESITE INJECTION SITE,1,1.1178355127399714e-06
"0.2 MICRON PEDIATRIC FILTER, ROTATING LUER",2,2.2356710254799427e-06
0.25MM SLOTTED SCREWDRIVER BLD HEX COUPLING,1,1.1178355127399714e-06
0.28MCI 1251 BRACHYSOURCE,1,1.1178355127399714e-06
0.3 MM TRANSFORMER I/A IRRIGATION AND ASPIRATION TOOL,1,1.1178355127399714e-06
0.33MCI 1251 BRACHYSOURCE,1,1.1178355127399714e-06
0.3ML 31GX6MM U-100 INSULIN SYRINGE,1,1.1178355127399714e-06
0.43MCI 1251 BRACHYSOURCE,5,5.5891775636998566e-06
0.5 ML BD MICRO-FINE + INSULIN SYRINGE WITH NEEDLE,2,2.2356710254799427e-06
0.5 ML BD ULTRA-FINE II INSULIN SYRINGE,1,1.1178355127399714e-06
0.5 ML LO-DOSE ENFIT SYRINGE,1,1.1178355127399714e-06
"0.5 MM FINE DIAMOND, EXTENDED",1,1.1178355127399714e-06
0.50MCI 1251 BRACHYSOURCE,1,1.1178355127399714e-06
0.54MCI 1251 BRACHYSOURCE,1,1.1178355127399714e-06
0.5ML 31GX6MM U-100 INSULIN SYRINGE,4,4.471342050959885e-06
0.6MM KIRSCHNER WIRE W/TROCAR POINT 70MM,1,1.1178355127399714e-06
"0.7 X 150MM GUIDE WIRE, DOUBLE TROCAR",1,1.1178355127399714e-06
0.76 DRILL BIT MINI QC WITH 14 STOP/44.5,1,1.1178355127399714e-06
0.8 MM T-PLATE,1,1.1178355127399714e-06
"0.8 X 4.9MM SIDECUTTING BUR, MEDIUM, TAPERED, 5 EA",1,1.1178355127399714e-06
0.8% ORTHO RESOLVE A 11X3ML,1,1.1178355127399714e-06
0.8% RESOLVE A 11X3ML,9,1.0060519614659743e-05
0.8% RESOLVE A PANEL11X3ML,2,2.2356710254799427e-06
0.8% RESOLVE C 22X3ML,1,1.1178355127399714e-06
0.8% RESOLVE PANEL B,2,2.2356710254799427e-06
0.8% SELECTOGEN 2X10ML,2,2.2356710254799427e-06
0.8% SURG 3X10ML,9,1.0060519614659743e-05
0.8% SURGISCREEN,2,2.2356710254799427e-06
0.8MM DRILL BIT/K-WIRE ATTCHMT FOR THREADED HOLE/64MM,2,2.2356710254799427e-06
0.8MM DRILL BIT/MQC FOR THREADED HOLE/47MM,17,1.9003203716579512e-05
0.8MM KIRSCHNER WIRE W/TROCAR POINT 70MM,5,5.5891775636998566e-06
0.9 SODIUM CHLORIDE 10ML FLUSH SYRINGE,1,1.1178355127399714e-06
0.9% NORMAL SALINE,1,1.1178355127399714e-06
0.9% NORMAL SALINE FLUSH COVIDIEN,1,1.1178355127399714e-06
0.9% NS 1000ML,1,1.1178355127399714e-06
0.9% SODIUM CHLORIDE,1,1.1178355127399714e-06
0.9% SODIUM CHLORIDE 1L BAG,1,1.1178355127399714e-06
0.9% SODIUM CHLORIDE BAG,8,8.94268410191977e-06
0.9% SODIUM CHLORIDE I.V. FLUSH SYRINGE 10ML FILL IN A 12ML SYRINGE,1,1.1178355127399714e-06
0.9% SODIUM CHLORIDE INHALATION,1,1.1178355127399714e-06
0.9% SODIUM CHLORIDE INJECTION,6,6.707013076439828e-06
0.9% SODIUM CHLORIDE INJECTION BD POSIFLUSH 10 ML,4,4.471342050959885e-06
0.9% SODIUM CHLORIDE INJECTION POSIFLUSH,1,1.1178355127399714e-06
0.9% SODIUM CHLORIDE INJECTION USP,1,1.1178355127399714e-06
0.9% SODIUM CHLORIDE INJECTION USP 500ML,1,1.1178355127399714e-06
0.9% SODIUM CHLORIDE INJECTION USP BD POSIFLUSH,1,1.1178355127399714e-06
"0.9% SODIUM CHLORIDE INJECTION, USP, 1000 ML",10,1.1178355127399713e-05
0.9% SODIUM CHLORIDE IRRIGATION USP,3,3.353506538219914e-06
0.9% SODIUM CHLORIDE IRRIGATION USP (STERICARE SOLUTIONS),1,1.1178355127399714e-06
"0.9% SODIUM CHLORIDE IRRIGATION USP, 3000 ML ARTHROMATIC PLASTIC CONTAINER",1,1.1178355127399714e-06
"0.9% SODIUM CHLORIDE IRRIGATION, USP, 1000 ML",1,1.1178355127399714e-06
0.9% SODIUM CHLORIDE STERICARE SOLUTIONS,1,1.1178355127399714e-06
0.9% STERILE NORMAL SALINE SOLUTION,1,1.1178355127399714e-06
0.9MM/1.1MM X 1.8MM/2.0MM DRILL GUIDE,1,1.1178355127399714e-06
00,1,1.1178355127399714e-06
"011168-10 ELEKTRODE, BIPOLAR",2,2.2356710254799427e-06
014 HI-TORQUE BALANCE UNIVERSAL GUIDE WIRE,3,3.353506538219914e-06
014 HT WINN GUIDE WIRE,1,1.1178355127399714e-06
019425U7 - H34L.31.012 FG L MTL CTR,1,1.1178355127399714e-06
01UNKNOWN,1,1.1178355127399714e-06
020 DRILL 7CM,1,1.1178355127399714e-06
023 5F 110CM BIPOLAR BAL ELE,1,1.1178355127399714e-06
025205,1,1.1178355127399714e-06
025261,1,1.1178355127399714e-06
028066,3,3.353506538219914e-06
028066-R,1,1.1178355127399714e-06
03 ML SAFESET RESERVOIR KIT W/SINGLE NEEDLELESS VALVE,2,2.2356710254799427e-06
03.133.104,1,1.1178355127399714e-06
035 10.0X29 135 PALMAZ GENESIS STENT DELIVERY SYSTEM.,1,1.1178355127399714e-06
04041906504397,1,1.1178355127399714e-06
0684-00-0545-01,1,1.1178355127399714e-06
070 ACCESS SYSTEM (HIPOINT 70),1,1.1178355127399714e-06
072 ASPIRATION SYSTEM,1,1.1178355127399714e-06
08/01/2009MENTOR GEL BREAST IMPLANTS,1,1.1178355127399714e-06
08262024,1,1.1178355127399714e-06
08292024,1,1.1178355127399714e-06
08312024,1,1.1178355127399714e-06
087 BALLOON GUIDE CATHETER,2,2.2356710254799427e-06
088 ACCESS SYSTEM,1,1.1178355127399714e-06
088 ACCESS SYSTEM (HIPOINT 88),1,1.1178355127399714e-06
09/10/2000,1,1.1178355127399714e-06
09K9JDPTY,1,1.1178355127399714e-06
0A SPIKED KEEL LEFT SIZE F OSSEOTI TIBIA,1,1.1178355127399714e-06
0Y1778-CIRCUIT VENT 10/CS,1,1.1178355127399714e-06
0° KEEL LEFT SIZE D CEMENTED TIBIA,1,1.1178355127399714e-06
0° KEEL TIBIAL PEG DRILL,4,4.471342050959885e-06
0° SPIKED KEEL LEFT SIZE G OSSEOTI TIBIA,1,1.1178355127399714e-06
0° SPIKED KEEL RIGHT SIZE E OSSEOTI TIBIA,1,1.1178355127399714e-06
0° SPIKED KEEL RIGHT SIZE F OSSEOTI TIBIA,1,1.1178355127399714e-06
1 BD BLUNT PLASTIC CANNULA,1,1.1178355127399714e-06
1 BD PEN NDL 32G 4MM PRO,1,1.1178355127399714e-06
"1 COUNT OF 3ML BD LUER-LOK SYRINGE WITH NEEDLE 22G X 1.5""",1,1.1178355127399714e-06
1 DAY ACUVUE MOIST,1,1.1178355127399714e-06
1 ENDOPATH PNEUMONEEDLE INSUFFLATION NEEDLE WITH LEUR LOCK CONNECTOR,1,1.1178355127399714e-06
"1 LINE, 1 TRANSDUCER 60"" (152CM) 3 ML/HR MACRODRIP",7,7.824848589179799e-06
"1 ML BD LUER SLIP TIP SYRINGE STERILE, SINGLE USE 1 ML TUBERCULIN SLIP TIP SYRI",1,1.1178355127399714e-06
"1 ML BD LUER SLIP TIP SYRINGE STERILE, SINGLE USE 1 ML TUBERCULIN SLIP TIP SYRIN",1,1.1178355127399714e-06
"1 ML BD LUER SLIP TIP SYRINGE STERILE, SINGLE USE, 1ML TUBERCULIN SLIP TIP SYRIN",1,1.1178355127399714e-06
1 ML BD LUER SLIP TIP SYRINGE WITH ATTACHED NEEDLE,1,1.1178355127399714e-06
"1 ML BD LUER-LOK SYRINGE STERILE, SINGLE USE",5,5.5891775636998566e-06
1 ML BD SAFETYGLIDE INSULIN SYRINGE WITH ATTACHED NEEDLE,3,3.353506538219914e-06
1 ML BD SLIP TIP SYRINGE WITH ATTACHED NEEDLE,1,1.1178355127399714e-06
1 ML BD SLIP TIP SYRINGE WITH ATTACHED NEEDLE 26 G X 3/8 IN.,1,1.1178355127399714e-06
"1 ML BD TUBERCULIN SYRINGE WITH DETACHABLE NEEDLE, SLIP TIP",4,4.471342050959885e-06
1 ML LUER LOCK DISPOSABLE SYRINGE,1,1.1178355127399714e-06
1 ML LUER LOCK SYRINGE DROPSAFE,1,1.1178355127399714e-06
1 ML SINGLE-DOSE CARPUJECT,2,2.2356710254799427e-06
1 ML SLIP TIP SYRINGES,1,1.1178355127399714e-06
1 MM CROSS-DRV SCREW 1.0X4MM,1,1.1178355127399714e-06
"1 NBCA, TA, OIL, & ACCESSORIES",1,1.1178355127399714e-06
1 PACK REVOLVE FAT PROCESSING SYSTEM,2,2.2356710254799427e-06
"1 PDS PLUS 27"" SUTURE ON A CT-1",1,1.1178355127399714e-06
"1 PROL BL MONO,TP-1",1,1.1178355127399714e-06
1 PROXIMATE LINEAR CUTTER RELOAD 55MM,1,1.1178355127399714e-06
1 PROXIMATE RELOADABLE LINEAR CUTTER WITH SAFETY LOCKOUT,1,1.1178355127399714e-06
1 PROXIMATE RELOADABLE LINEAR STAPLER,1,1.1178355127399714e-06
1 PROXIMATE STAPLER,1,1.1178355127399714e-06
1 QT TRANSPORTABLE CONT,2,2.2356710254799427e-06
"1 SAFESET, 1 TRANSDUCER 1 PORT, 53 INCH (134 CM), 3ML/ HR MACRODRIP",9,1.0060519614659743e-05
1 SYSTEM ONE,1,1.1178355127399714e-06
"1 UNKNOWN ECT DEVICE, THYMATRON SYSTEM IV",1,1.1178355127399714e-06
"1 X 19MM, WIRE PASS DRILL, MEDIUM, 5EA",1,1.1178355127399714e-06
"1 X 5MM SIDECUTTING BUR, MEDIUM, STRAIGHT, 5 EA",3,3.353506538219914e-06
"1"" 25G SAFETY NEEDLE",1,1.1178355127399714e-06
1) 9 HOLE PROXIMAL FEMUR PLATE X 1; 4.5MM X 32MM NON-LOCKING SCREW X 1; 4.5MM X,1,1.1178355127399714e-06
1) ACUITY PRO CS OUTER EXTENDED HOOK RIGHT; 2) ACUITY PRO INNER CATHETER 130 DEG,1,1.1178355127399714e-06
1) MONITOR,1,1.1178355127399714e-06
"1) MONITOR, PHYSIOLOGICAL, PATIENT ( WITHOUT ARRHYTHMIA DETECTION OR ALARMS)",1,1.1178355127399714e-06
"1), LIFEPAK,",2,2.2356710254799427e-06
"1), QUICK INFUSION SET",2,2.2356710254799427e-06
"1), SET, ADMINISTRATION,",2,2.2356710254799427e-06
"1), TRIDIEN 36X80 APL MATTRESS",1,1.1178355127399714e-06
1)9 HOLE PROXIMAL FEMUR PLATE X 1; 4.5MM X 32MM NON-LOCKING SCREW X 1; 4.5MM X 3,1,1.1178355127399714e-06
1)AGILIS,1,1.1178355127399714e-06
1)CATHETER,1,1.1178355127399714e-06
1)INVACARE 36X80 AMP/LAL MATTRESS; 2) MICROAIR APM/LAL CONTROL UNIT,2,2.2356710254799427e-06
"1)MAXIREST, SELECT AIR MAX",1,1.1178355127399714e-06
1)SAFARI,1,1.1178355127399714e-06
1)SINGLE NEEDLE ( CO-AXIAL FLOW) DIALYSIS KIT,2,2.2356710254799427e-06
1)SOLID STATE X-RAY IMAGER ( FLAT PANEL/DIGITAL IMAGER,1,1.1178355127399714e-06
"1,5/1,7MM DYNAMIC MESH-STD-MEDIUM",4,4.471342050959885e-06
1- IMMULITE 2000 UNCONJUGATED ESTRIOL (UE3),1,1.1178355127399714e-06
1-0 VICRYL,1,1.1178355127399714e-06
1-2. LIBERTY SELECT CYCLER,1,1.1178355127399714e-06
"1-2. LNTELLAMAP ORION,",1,1.1178355127399714e-06
"1-3) INTRODUCER, CATHETER",1,1.1178355127399714e-06
"1-4. BAIN FISTULA NEEDLE 15GX1, FIXED",3,3.353506538219914e-06
1-CENTRAL LINE,1,1.1178355127399714e-06
1-DAY ACUVUE DEFINE WITH LACREON,7,7.824848589179799e-06
1-DAY ACUVUE MOIST,20,2.2356710254799426e-05
1-DAY ACUVUE MOIST -5.25 BC 8.5,1,1.1178355127399714e-06
1-DAY ACUVUE MOIST BRAND MULTIFOCAL,5,5.5891775636998566e-06
1-DAY ACUVUE MOIST FOR ASTIGMATISM,5,5.5891775636998566e-06
1-DAY ACUVUE MOIST MULTIFOCAL,1,1.1178355127399714e-06
1-DAY ACUVUE TRUEYE (NARA A),16,1.788536820383954e-05
1-LEVEL 10MM FIXED PLATE,3,3.353506538219914e-06
1-LEVEL 20MM FIXED PLATE,1,1.1178355127399714e-06
"1-PC,STR,3.7X10MM",2,2.2356710254799427e-06
"1-PC,STR,3.7X11.5MM",1,1.1178355127399714e-06
"1-PIECE DRAINABLE OSTOMY POUCH, FLEXTEND",1,1.1178355127399714e-06
1-PIECE NEEDLE .035 19G 7.0,1,1.1178355127399714e-06
1-PORT,1,1.1178355127399714e-06
1. BRAND NAME EVERSENSE SENSOR,1,1.1178355127399714e-06
1. BRAND NAME PERFUSOR,1,1.1178355127399714e-06
"1. BRAND NAME PLAYTEX SPORT PLASTIC, UNSCENTED",1,1.1178355127399714e-06
1. EMERGE 2.00MM X 8MM.,1,1.1178355127399714e-06
1. EMERGE 2.OOMM X 8MM,1,1.1178355127399714e-06
1. EVOLUTION DILATOR SHEATH,1,1.1178355127399714e-06
1. GIL QUICKANCHOR PLUS. 2. OSS INTERLOCK LOWED IM STEM WITH SCREWS.,1,1.1178355127399714e-06
1. LIBERTY SELECT CYCLER,1,1.1178355127399714e-06
